mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	4/4	1	0	5	firstMeasure					2
2	2	0	4/4	1	0	5						3
3	3	0	4/4	1	0	5						4
4	4	0	4/4	1	0	5						5
5	5	0	4/4	1	0	5						6
6	6	0	4/4	1	0	5						7
7	7	0	4/4	1	0	5						8
8	8	0	4/4	1	0	5						9
9	9	0	4/4	1	0	5						10
10	10	0	4/4	1	0	5						11
11	11	0	4/4	1	0	5						12
12	12	0	4/4	1	0	5						13
13	13	0	4/4	1	0	5						14
14	14	0	4/4	1	0	5						15
15	15	0	4/4	1	0	5						16
16	16	0	4/4	1	0	5						17
17	17	0	4/4	1	0	5						18
18	18	0	4/4	1	0	5						19
19	19	0	4/4	1	0	5						20
20	20	0	4/4	1	0	5						21
21	21	0	4/4	1	0	5						22
22	22	0	4/4	1	0	5						23
23	23	0	4/4	1	0	5						24
24	24	0	4/4	1	0	5						25
25	25	0	4/4	1	0	5						26
26	26	0	4/4	1	0	5						27
27	27	0	4/4	1	0	5						28
28	28	0	4/4	1	0	5						29
29	29	0	4/4	1	0	5						30
30	30	0	4/4	1	0	5						31
31	31	0	4/4	1	0	5						32
32	32	0	4/4	1	0	5						33
33	33	0	4/4	1	0	5						34
34	34	0	4/4	1	0	5	lastMeasure		end			
