mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	4/4	1	0	5	firstMeasure					2
2	2	-1	4/4	1	0	5						3
3	3	-1	4/4	1	0	5						4
4	4	-1	4/4	1	0	5						5
5	5	-1	4/4	1	0	5						6
6	6	-1	4/4	1	0	5						7
7	7	-1	4/4	1	0	5						8
8	8	-1	4/4	1	0	5						9
9	9	-1	4/4	1	0	5						10
10	10	-1	4/4	1	0	5						11
11	11	-1	4/4	1	0	5						12
12	12	-1	4/4	1	0	5						13
13	13	-1	4/4	1	0	5						14
14	14	-1	4/4	1	0	5						15
15	15	-1	4/4	1	0	5						16
16	16	-1	4/4	1	0	5						17
17	17	-1	4/4	1	0	5						18
18	18	-1	4/4	1	0	5						19
19	19	-1	4/4	1	0	5						20
20	20	-1	4/4	1	0	5						21
21	21	-1	4/4	1	0	5						22
22	22	-1	4/4	1	0	5						23
23	23	-1	4/4	1	0	5						24
24	24	-1	4/4	1	0	5						25
25	25	-1	4/4	1	0	5						26
26	26	-1	4/4	1	0	5						27
27	27	-1	4/4	1	0	5						28
28	28	-1	4/4	1	0	5						29
29	29	-1	4/4	1	0	5						30
30	30	-1	4/4	1	0	5						31
31	31	-1	4/4	1	0	5						32
32	32	-1	4/4	1	0	5						33
33	33	-1	4/4	1	0	5						34
34	34	-1	4/4	1	0	5						35
35	35	-1	4/4	1	0	5						36
36	36	-1	4/4	1	0	5						37
37	37	-1	4/4	1	0	5						38
38	38	-1	4/4	1	0	5						39
39	39	-1	4/4	1	0	5						40
40	40	-1	4/4	1	0	5						41
41	41	-1	4/4	1	0	5						42
42	42	-1	4/4	1	0	5						43
43	43	-1	4/4	1	0	5						44
44	44	-1	4/4	1	0	5						45
45	45	-1	4/4	1	0	5						46
46	46	-1	4/4	1	0	5						47
47	47	-1	4/4	1	0	5						48
48	48	-1	4/4	1	0	5						49
49	49	-1	4/4	1	0	5						50
50	50	-1	4/4	1	0	5						51
51	51	-1	4/4	1	0	5						52
52	52	-1	4/4	1	0	5						53
53	53	-1	4/4	1	0	5						54
54	54	-1	4/4	1	0	5						55
55	55	-1	4/4	1	0	5						56
56	56	-1	4/4	1	0	5						57
57	57	-1	4/4	1	0	5						58
58	58	-1	4/4	1	0	5						59
59	59	-1	4/4	1	0	5						60
60	60	-1	4/4	1	0	5						61
61	61	-1	4/4	1	0	5						62
62	62	-1	4/4	1	0	5						63
63	63	-1	4/4	1	0	5						64
64	64	-1	4/4	1	0	5						65
65	65	-1	4/4	1	0	5						66
66	66	-1	4/4	1	0	5						67
67	67	-1	4/4	1	0	5						68
68	68	-1	4/4	1	0	5						69
69	69	-1	4/4	1	0	5						70
70	70	-1	4/4	1	0	5						71
71	71	-1	4/4	1	0	5						72
72	72	-1	4/4	1	0	5						73
73	73	-1	4/4	1	0	5						74
74	74	-1	4/4	1	0	5						75
75	75	-1	4/4	1	0	5						76
76	76	-1	4/4	1	0	5						77
77	77	-1	4/4	1	0	5						78
78	78	-1	4/4	1	0	5						79
79	79	-1	4/4	1	0	5						80
80	80	-1	4/4	1	0	5						81
81	81	-1	4/4	1	0	5						82
82	82	-1	4/4	1	0	5	lastMeasure					
