mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	1	0	3/4		1/2	3/2		2	50	5	1	
1	1	1/2	1/2		1/2	1	1	3	69	1	1	
1	1	3/4	1/8		1/8	1		0	48	5	1	
1	1	7/8	1/8		1/8	1		5	47	5	1	
2	2	0	1/2		1/2	1		3	45	5	1	
2	2	0	3/4		1/2	3/2	-1	3	69	1	1	
2	2	1/2	1/2		1/2	1		2	38	5	1	
2	2	3/4	1/8		1/8	1		1	67	1	1	
2	2	7/8	1/8		1/8	1		-1	65	1	1	
3	3	0	1.0		1.0	1		3	45	5	1	
3	3	0	1.0		1.0	1		4	64	1	1	
4	4	0	1.0		1.0	1		2	50	5	1	
4	4	0	1.0		1.0	1		2	62	1	1	
5	5	0	1/8		1/8	1		2	50	5	1	
5	5	0	1/8		1/8	1		6	66	4	1	
5	5	0	1/8		1/8	1		3	69	3	1	
5	5	1/8	1/8		1/8	1		2	50	5	1	
5	5	1/8	1/8		1/8	1		6	66	4	1	
5	5	1/8	1/8		1/8	1		3	69	3	1	
5	5	1/4	1/8		1/8	1		2	50	5	1	
5	5	1/4	1/8		1/8	1		6	66	4	1	
5	5	1/4	1/8		1/8	1		3	69	3	1	
5	5	3/8	1/8		1/8	1		2	50	5	1	
5	5	3/8	1/8		1/8	1		6	66	4	1	
5	5	3/8	1/8		1/8	1		3	69	3	1	
5	5	1/2	1/4		1/4	1		1	43	5	1	
5	5	1/2	1/4		1/4	1		1	67	4	1	
5	5	1/2	1/4		1/4	1		-2	70	3	1	
5	5	3/4	1/4		1/4	1		1	43	5	1	
5	5	3/4	1/4		1/4	1		1	67	4	1	
5	5	3/4	1/4		1/4	1		-2	70	3	1	
6	6	0	1/8		1/8	1		4	52	5	1	
6	6	0	1/8		1/8	1		8	68	4	1	
6	6	0	1/8		1/8	1		5	71	3	1	
6	6	1/8	1/8		1/8	1		4	52	5	1	
6	6	1/8	1/8		1/8	1		8	68	4	1	
6	6	1/8	1/8		1/8	1		5	71	3	1	
6	6	1/4	1/8		1/8	1		4	52	5	1	
6	6	1/4	1/8		1/8	1		8	68	4	1	
6	6	1/4	1/8		1/8	1		5	71	3	1	
