mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	5	1	g.i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	36	0.0	0.0	10.0	0.0
3	3	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	8	0.0	0.0	2.0	0.0
4	4	0	0	4/4	5	1	III6		g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	0	8	0.0	0.0	1.0	0.0
4	4	1/4	1/4	4/4	5	1	VII		g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	8	0.0	0.0	2.0	0.0
4	4	3/4	3/4	4/4	5	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
5	5	0	0	4/4	5	1	V\\		g	i		V	V						\\	M	1	1	2, 6, 3		2	2	0	7	0.0	0.0	4.5	0.0
5	5	3/4	3/4	4/4	5	1	v.i		g	v		i	i							m	1	1	2, -1, 3		2	2	5	19	0.20833333333333334	0.625	4.375	0.125
7	7	1/2	1/2	4/4	5	1	iv		g	v		iv	iv							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.5	0.0
8	8	0	0	4/4	5	1	III6		g	v		III6	III		6					M	1	1	3, 0, -1		-1	3	0	4	0.0	0.0	0.75	0.0
8	8	1/4	1/4	4/4	5	1	VII		g	v		VII	VII							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.5	0.0
8	8	3/4	3/4	4/4	5	1	i		g	v		i	i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.75	0.0
9	9	0	0	4/4	5	1	V(64)		g	v		V(64)	V			64				M	1	1	3, 2, -1		3	3	0	3	0.0	0.0	1.0	0.0
9	9	1/4	1/4	4/4	5	1	V		g	v		V	V							M	1	1	3, 7, 4		3	3	2	5	0.2857142857142857	0.25	1.75	0.125
10	10	0	0	4/4	5	1	i\\		g	v		i	i						\\	m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	1.0	0.0
