mc	mn	onset	label
1	1	1/4	.g.i
2	2	1/2	v6
3	3	1/2	IV.ii43
4	4	0	V(+4)
4	4	1/2	V
5	5	0	I\\
5	5	3/4	i.VII
6	6	1/2	VI
7	7	0	V
7	7	1/2	i
8	8	0	V\\
8	8	3/4	v.I
9	9	0	iv
9	9	1/4	i6
9	9	1/2	i
10	10	0	IV6
10	10	1/2	IV6(9)
11	11	0	viio6(2)/V
11	11	1/4	viio6/V
11	11	1/2	V(4)
11	11	3/4	V
12	12	0	i
12	12	1/2	ii6(+42)
12	12	3/4	ii6
13	13	0	v7
13	13	1/4	V(64)
13	13	1/2	V(4)
13	13	3/4	V
14	14	0	I\\
15	15	1/4	VII.vi
16	16	1/2	V
17	17	1/4	ii6
17	17	1/2	V
18	18	1/4	I\\
18	18	1/2	I
19	19	1/4	V6
19	19	1/2	V
20	20	3/4	I.vi-IV6
21	21	0	V
21	21	3/4	I\\
22	22	1/4	I
23	23	1/4	ii
23	23	1/2	.bVII
24	24	1/4	IV
24	24	3/4	V
25	25	0	I
25	25	1/2	v.iv
26	26	1/4	V
26	26	1/2	I\\
27	27	1/4	III.V/vi
28	28	1/4	vi
28	28	1/2	V
29	29	1/4	ii6
29	29	1/2	V
30	30	1/4	I\\
30	30	1/2	I
31	31	1/4	V6(+6)
31	31	1/2	iii6
32	32	0	V
32	32	3/4	IV.vi
33	33	0	V
33	33	3/4	I\\
34	34	1/4	I
35	35	1/4	ii
35	35	1/2	.bVII
36	36	1/4	IV
36	36	3/4	V
37	37	0	I
37	37	1/2	i.IV
38	38	1/4	V
38	38	1/2	I\\
39	39	0	I.I
40	40	1/2	I(+2)
41	41	0	I
41	41	1/2	V6
42	42	0	V43(4)/V
42	42	1/2	V/V
43	43	0	V
44	44	0	ii6
44	44	1/2	ii43
45	45	0	V(4)
45	45	1/2	V
46	46	0	I\\
46	46	3/4	I
47	47	1/2	V.I6
48	48	0	ii7
48	48	1/2	viio6(+4+2)
48	48	3/4	viio6
49	49	0	I\\
49	49	3/4	vi6
50	50	0	ii
50	50	1/2	v7
50	50	3/4	v
51	51	0	I
52	52	1/2	vi
52	52	3/4	viio6/V
53	53	0	V/V
53	53	1/2	V6
54	54	0	I
54	54	1/2	vi
55	55	0	V7/V
55	55	1/4	V/V
55	55	1/2	vii
56	56	0	V
56	56	1/2	I
57	57	0	V43(4)
57	57	1/4	V43
57	57	1/2	I\\
58	58	1/2	I
59	59	0	I6
59	59	1/4	ii6
59	59	1/2	V
60	60	0	I\\
60	60	1/4	I
60	60	1/2	ii.VII-v6
61	61	0	III6
61	61	1/2	iv7(9)
62	62	0	V
62	62	1/4	V(4)
62	62	3/4	V
63	63	0	I[I\\
63	63	1/4	I
63	63	3/4	iv
64	64	0	I]
64	64	1/2	#vi.VII-v6
65	65	0	V(6)
65	65	1/2	iv7
66	66	0	V
67	67	0	I[I\\
67	67	1/4	ii.V
67	67	3/4	#vi%7
68	68	0	V
68	68	1/4	i]
68	68	1/2	V6
69	69	0	i\\
69	69	1/4	v.v
70	70	0	III6
70	70	1/2	iv7(9)
71	71	0	V
71	71	1/4	V(4)
71	71	3/4	V
72	72	0	i\\
72	72	1/4	i.v
72	72	3/4	v6
73	73	0	III6
73	73	1/2	viio7(9)/V
73	73	3/4	V6(+4)/V
74	74	0	V
74	74	1/4	V(4)
74	74	3/4	V
75	75	0	I\\
