mc	mn	onset	label
68	68	1/2	i
69	69	0	V(4)
69	69	1/2	V
70	70	0	i\\
71	71	0	III.I
71	71	1/4	IV
71	71	1/2	ii
71	71	3/4	V
72	72	0	I
72	72	1/2	ii
73	73	0	iii
73	73	1/4	I6
73	73	1/2	IV
73	73	3/4	ii6
74	74	0	V
74	74	1/4	iii6
74	74	1/2	vi
75	75	0	vii
75	75	1/4	V6
75	75	1/2	I
75	75	3/4	vi6
76	76	0	IV.I
76	76	1/4	vi6
76	76	1/2	viio6(2)
76	76	3/4	viio6
77	77	0	I\\
78	78	0	I
78	78	1/4	IV
78	78	1/2	ii
78	78	3/4	V
79	79	0	I
79	79	1/2	ii
80	80	0	.bIII
80	80	1/4	i6
80	80	1/2	IV
80	80	3/4	ii6
81	81	0	i.i
81	81	1/4	VIM65
81	81	1/2	ii
82	82	0	III
82	82	1/4	i6
82	82	1/2	IV
82	82	3/4	ii6
83	83	0	v
83	83	1/4	III6
83	83	1/2	VI
83	83	3/4	iv6
84	84	0	V\\
84	84	3/4	V
85	85	1/2	I
86	86	0	VII.V
86	86	3/4	ii6
87	87	0	iii
87	87	1/4	I6
87	87	1/2	ii7
87	87	3/4	viio6
88	88	0	I\\
88	88	1/2	i.VII
89	89	0	III
89	89	1/2	i
90	90	0	v
91	91	0	III
91	91	1/2	i
91	91	3/4	#vio6
92	92	0	V
92	92	1/2	i6
92	92	3/4	i
93	93	0	V(4)
93	93	1/2	V
94	94	0	I\\
95	95	0	i
96	96	1/2	v6
97	97	0	v
97	97	3/4	vii%7/VII
98	98	0	VII
98	98	1/2	VI
98	98	3/4	v
99	99	0	iv
100	100	0	VI-iv6
100	100	1/2	iv
101	101	0	i
102	102	0	v
102	102	1/2	III.IV
103	103	0	V(4)
103	103	1/2	V
104	104	0	I\\
105	105	0	I
106	106	0	V
107	107	0	IV
108	108	0	iii
108	108	1/2	I6
109	109	0	ii7
109	109	1/2	viio6
109	109	3/4	vii%7
110	110	0	I
111	111	0	vii
112	112	0	vi
113	113	0	V
114	114	0	IV
114	114	1/2	iv
115	115	0	iii-I6
116	116	0	ii
117	117	0	I
118	118	0	vii
118	118	1/2	V6
119	119	0	vi7
119	119	1/2	viio6/V
120	120	0	V
121	121	0	IV
122	122	0	I
122	122	1/2	i.iv
123	123	0	V7
123	123	1/2	V(64)
124	124	0	V(4)
124	124	1/2	V
125	125	0	I\\
126	126	0	I
126	126	2	IV
127	127	0	v.III
127	127	2	i
128	128	0	V(4)
128	128	2	V
129	129	0	I\\
130	130	0	III.I
131	131	0	IV
131	131	2	vi
132	132	0	I6
132	132	1	V(4)
132	132	2	V
133	133	0	I\\
134	134	0	i.VI
135	135	0	iv
135	135	2	VI-iv6
136	136	0	i
136	136	1	V(4)
136	136	2	V
137	137	0	I\\
138	138	0	i
138	138	1/2	v
139	139	1/2	#vio6
139	139	3/4	ii
140	140	0	i6
140	140	1/2	#viio6(2)
140	140	3/4	#viio6
141	141	0	i
141	141	1/2	v.i
141	141	3/4	#viio6
142	142	0	i(9)
142	142	1/4	i
142	142	1/2	iio65
142	142	3/4	V
142	142	7/8	V7
143	143	0	VI
143	143	1/4	i.i6
143	143	1/2	#viio6(2)
143	143	3/4	#viio6
144	144	0	i
144	144	1/2	v.i
144	144	3/4	V6
145	145	0	i(9)
145	145	1/4	i
145	145	1/2	V(4)
145	145	3/4	V
146	146	0	iv6(2)
146	146	1/4	iv6
146	146	1/2	V(4)
146	146	3/4	V
147	147	0	I
147	147	1/2	IV
148	148	0	VII
148	148	1/2	III
149	149	0	i
149	149	1/2	VI
150	150	0	iv
150	150	1/2	VII
151	151	0	III
151	151	1/2	i
152	152	0	IV
152	152	1/2	VII
153	153	1/2	III
154	154	0	iv
154	154	1/2	VII
155	155	0	III6
155	155	1/2	VI
156	156	0	ii6
156	156	1/2	v
157	157	0	i
157	157	1/2	iv
158	158	0	VII
158	158	1/2	III
159	159	0	i
160	160	0	iv6
160	160	1/2	VII
161	161	0	III6
161	161	1/2	VI
162	162	0	iv
162	162	1/2	V(4)
162	162	3/4	V
163	163	0	I\\
163	163	1/2	I
164	164	3/4	V7/IV
165	165	0	IV
165	165	3/4	V7/VII
166	166	0	VII
166	166	3/4	V7/III
167	167	0	III
168	168	0	VI
169	169	0	i.VI
170	170	0	iv
170	170	1/2	iio6
171	171	0	V7
171	171	1/2	V(64)
172	172	0	V(4)
172	172	1/2	V
173	173	0	I\\
174	174	0	iv
176	176	0	i(64)
176	176	1/2	I\\
