mc	mn	onset	label
1	1	0	.g.i
1	1	1/2	v
2	2	1/2	#vio6
2	2	3/4	ii
3	3	0	i6
3	3	1/2	#viio6(2)
3	3	3/4	#viio6
4	4	0	i
4	4	1/2	v.i
4	4	3/4	#viio6
5	5	0	i(9)
5	5	1/4	i
5	5	1/2	iio65
5	5	3/4	V
5	5	7/8	V7
6	6	0	VI
6	6	1/4	i.i6
6	6	1/2	#viio6(2)
6	6	3/4	#viio6
7	7	0	i
7	7	1/2	v.i
7	7	3/4	V6
8	8	0	i(9)
8	8	1/4	i
8	8	1/2	V(4)
8	8	3/4	V
9	9	0	iv6(2)
9	9	1/4	iv6
9	9	1/2	V(4)
9	9	3/4	V
10	10	0	i
10	10	1/2	III.vi
11	11	0	II
11	11	1/2	V
12	12	0	iii
12	12	1/2	VI
13	13	0	II
13	13	1/2	V
14	14	0	I6
14	14	1/4	I
14	14	1/2	V(4)
14	14	3/4	V
15	15	0	I\\
15	15	1/2	IV
16	16	0	ii
16	16	1/2	V
17	17	0	iii
17	17	1/2	vi
18	18	0	IV
18	18	1/2	ii
19	19	0	V
19	19	1/2	iii
20	20	0	vi65(2)
20	20	1/4	vi65
20	20	1/2	i.i
21	21	0	V(4)
21	21	1/2	V
22	22	0	I\\
23	23	0	i
24	24	3/4	ii-#viio6
25	25	0	III-i6
25	25	3/4	IV-ii6
26	26	0	v
26	26	3/4	VII.vii%7
27	27	0	I
27	27	1/2	vi6
27	27	3/4	ii7
28	28	0	iii
29	29	0	V6
29	29	1/4	V
29	29	1/2	I
30	30	0	V
30	30	1/4	I6
30	30	1/2	V(4)
30	30	3/4	V
31	31	0	I\\
31	31	3/4	I
32	32	0	V6
32	32	1/4	V
32	32	1/2	IV
33	33	0	I6
33	33	1/4	I
33	33	1/2	V6
33	33	3/4	V
34	34	0	ii6
34	34	1/2	I6
34	34	3/4	I
35	35	0	V6
35	35	1/2	vi
36	36	0	V
36	36	1/2	IV
36	36	3/4	ii6
37	37	0	iii
37	37	1/4	I
37	37	1/2	v.i
38	38	0	V
38	38	1/4	iv
38	38	1/2	V(4)
38	38	3/4	V
39	39	0	I\\
39	39	3/4	III.iii
40	40	0	vi
40	40	3/4	ii
41	41	0	V
41	41	3/4	vi
42	42	0	ii6
42	42	1/8	iii6
42	42	1/4	IV6
42	42	1/2	V(4)
42	42	3/4	V
43	43	0	I\\
43	43	1/4	I
44	44	0	iii
44	44	1/4	I6
44	44	1/2	V
44	44	3/4	iii6
45	45	0	vii
45	45	1/2	II
46	46	0	ii
46	46	1/2	IV
46	46	3/4	ii6
47	47	0	vi
47	47	1/4	IV6
47	47	1/2	I
47	47	3/4	vi65
48	48	0	v.i
49	49	0	III
49	49	1/4	i6
49	49	1/2	v
49	49	3/4	III6
50	50	0	VII
50	50	1/2	iv
51	51	0	VI
51	51	1/2	III
52	52	0	v
52	52	1/2	i6
52	52	3/4	i
53	53	0	V(4)
53	53	1/2	V
54	54	0	I\\
54	54	3/4	i.i
55	55	1/2	V6
55	55	3/4	I
56	56	0	IV
56	56	1/4	VII
56	56	3/4	v
57	57	0	i
58	58	0	V\\
58	58	1/2	VII.I
58	58	3/4	vi
59	59	0	ii
59	59	1/2	I
60	60	0	IV
60	60	1/2	iii
61	61	0	vi
61	61	1/4	IV6
61	61	1/2	I
62	62	0	V
62	62	1/4	IV
62	62	1/2	V(4)
62	62	3/4	V
63	63	0	I\\
64	64	0	v.V
66	66	0	i
66	66	1/4	V6
66	66	1/2	i
67	67	0	v
67	67	1/2	III
