mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	5	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	2	2	4.0	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
2	2	6	6	1.0	1/2	1/2	4/4	5	1	#vio6		g	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
2	2	7	7	1.0	3/4	3/4	4/4	5	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
3	3	8	8	2.0	0	0	4/4	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	10	10	1.0	1/2	1/2	4/4	5	1	#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
3	3	11	11	1.0	3/4	3/4	4/4	5	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	4	12	12	2.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	14	14	1.0	1/2	1/2	4/4	5	1	v.i		g	v		i	i							m	1	1	0, -3, 1		0	0
4	4	15	15	1.0	3/4	3/4	4/4	5	1	#viio6		g	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	16	16	1.0	0	0	4/4	5	1	i(9)		g	v		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
5	5	17	17	1.0	1/4	1/4	4/4	5	1	i		g	v		i	i							m	1	1	0, -3, 1		0	0
5	5	18	18	1.0	1/2	1/2	4/4	5	1	iio65		g	v		iio65	ii	o	65					o7	1	1	-1, -4, -7, 2		2	-1
5	5	19	19	0.5	3/4	3/4	4/4	5	1	V		g	v		V	V							M	1	1	1, 5, 2		1	1
5	5	39/2	39/2	0.5	7/8	7/8	4/4	5	1	V7		g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	20	20	1.0	0	0	4/4	5	1	VI		g	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
6	6	21	21	1.0	1/4	1/4	4/4	5	1	i.i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	22	22	1.0	1/2	1/2	4/4	5	1	#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
6	6	23	23	1.0	3/4	3/4	4/4	5	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
7	7	24	24	2.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	26	26	1.0	1/2	1/2	4/4	5	1	v.i		g	v		i	i							m	1	1	0, -3, 1		0	0
7	7	27	27	1.0	3/4	3/4	4/4	5	1	V6		g	v		V6	V		6					M	1	1	5, 2, 1		1	5
8	8	28	28	1.0	0	0	4/4	5	1	i(9)		g	v		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
8	8	29	29	1.0	1/4	1/4	4/4	5	1	i		g	v		i	i							m	1	1	0, -3, 1		0	0
8	8	30	30	1.0	1/2	1/2	4/4	5	1	V(4)		g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	31	31	1.0	3/4	3/4	4/4	5	1	V		g	v		V	V							M	1	1	1, 5, 2		1	1
9	9	32	32	1.0	0	0	4/4	5	1	iv6(2)		g	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
9	9	33	33	1.0	1/4	1/4	4/4	5	1	iv6		g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	9	34	34	1.0	1/2	1/2	4/4	5	1	V(4)		g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
9	9	35	35	1.0	3/4	3/4	4/4	5	1	V		g	v		V	V							M	1	1	1, 5, 2		1	1
10	10	36	36	2.0	0	0	4/4	5	1	i		g	v		i	i							m	1	1	0, -3, 1		0	0
10	10	38	38	2.0	1/2	1/2	4/4	5	1	III.vi		g	III		vi	vi							m	1	0	3, 0, 4		3	3
11	11	40	40	2.0	0	0	4/4	5	1	II		g	III		II	II							M	1	0	2, 6, 3		2	2
11	11	42	42	2.0	1/2	1/2	4/4	5	1	V		g	III		V	V							M	1	0	1, 5, 2		1	1
12	12	44	44	2.0	0	0	4/4	5	1	iii		g	III		iii	iii							m	1	0	4, 1, 5		4	4
12	12	46	46	2.0	1/2	1/2	4/4	5	1	VI		g	III		VI	VI							M	1	0	3, 7, 4		3	3
13	13	48	48	2.0	0	0	4/4	5	1	II		g	III		II	II							M	1	0	2, 6, 3		2	2
13	13	50	50	2.0	1/2	1/2	4/4	5	1	V		g	III		V	V							M	1	0	1, 5, 2		1	1
14	14	52	52	1.0	0	0	4/4	5	1	I6		g	III		I6	I		6					M	1	0	4, 1, 0		0	4
