mc	mn	onset	label
1	1	0	.d.i
2	2	0	I
2	2	1/2	IV
3	3	0	III.V
3	3	1/2	I
4	4	0	V(64)
4	4	1/4	V
4	4	1/2	I
4	4	3/4	vi6
5	5	0	V\\
5	5	1/2	v.#vio6
6	6	0	V
7	7	0	I
8	8	0	III.VI
8	8	3/4	V7/ii
9	9	0	II
9	9	3/4	V7/V
10	10	0	V
11	11	0	I
11	11	1/2	V\\
12	12	1/2	I
13	13	1/2	v.i
14	14	0	V\\
15	15	0	i.V6
15	15	1/2	I
16	16	0	IV
16	16	1/2	VII
17	17	1/4	V7/III
17	17	1/2	III
18	18	0	iv(94)
18	18	1/4	iv
18	18	1/2	V[V(#64)
19	19	0	V
19	19	3/4	i
20	20	0	V(4)
20	20	1/4	V
21	21	0	V(4)
21	21	1/2	V
21	21	3/4	V(+#6)
22	22	0	V(#64)
22	22	1/4	V(4)
22	22	1/2	V(64)
22	22	3/4	V]
23	23	0	i\\
24	24	0	III-i6
25	25	0	VII
25	25	3/4	VI-iv6
26	26	0	V\\
27	27	0	III
28	28	0	VII
28	28	3/4	i
29	29	0	v
30	30	0	III
30	30	1/4	i6
30	30	1/2	IV
30	30	3/4	ii6
31	31	0	V
31	31	1/4	V(4)
31	31	3/4	V
32	32	0	i\\
33	33	0	IV.V
34	34	1/4	V(4)
34	34	1/2	V(b64)
34	34	5/8	V(4)
34	34	3/4	V
35	35	0	I
35	35	1/2	v.V
36	36	1/2	iio6
37	37	0	iv6
37	37	1/2	V7
37	37	3/4	V(64)
38	38	0	V(4)
38	38	1/4	V
38	38	1/2	i\\
39	39	0	i.v
40	40	0	V(64)
40	40	3/4	V7
41	41	0	I\\
41	41	3/4	IV.V
42	42	0	I
42	42	1/2	V7
43	43	0	I
43	43	1/2	V7
44	44	0	I
44	44	1/4	vi6
44	44	1/2	V
44	44	5/8	V(4)
44	44	7/8	V
45	45	0	I\\
46	46	0	v.III-i6
47	47	0	VII
47	47	3/4	i
48	48	0	v
49	49	0	III
49	49	1/4	i6
49	49	1/2	IV
49	49	3/4	ii6
50	50	0	V
50	50	1/4	V(4)
50	50	3/4	V
51	51	0	i\\
52	52	0	i.i
53	53	0	v
53	53	1/2	V7/iv
53	53	3/4	V/iv
54	54	0	iv
54	54	3/4	VII64
55	55	0	I\\
56	56	0	III
57	57	0	VII
57	57	3/4	i
58	58	0	V
59	59	0	III
59	59	1/2	iio6(+42)
59	59	3/4	iio6
60	60	0	V7
60	60	1/4	V(64)
60	60	1/2	V
61	61	0	i\\
62	62	0	v.VI
63	63	0	III
63	63	3/4	iv
64	64	0	i
65	65	0	VI
66	66	0	ii6
66	66	3/4	V7/III
67	67	0	i
68	68	0	VII6
68	68	3/4	vii%7/III
69	69	0	III
70	70	0	ii6
70	70	3/4	V7/VII
71	71	0	V
72	72	0	V(64)
72	72	1/2	V(4)
72	72	3/4	V
73	73	0	I\\
74	74	0	i.I
75	75	0	v
75	75	1/2	V7/iv
75	75	3/4	V/iv
76	76	0	iv
77	77	0	I\\
78	78	0	III
79	79	0	VII
79	79	3/4	iv6
80	80	0	V\\
81	81	0	III
82	82	0	VII
82	82	3/4	i
83	83	0	V\\
83	83	1/2	v
84	84	0	III
84	84	1/2	i65
85	85	0	IV
85	85	1/2	ii6
86	86	0	v[v
86	86	1/2	i
87	87	1/2	v
88	88	1/4	vio6
88	88	1/2	V
89	89	0	#iii6
89	89	1/2	IV6
90	90	0	V
90	90	1/4	V(4)
90	90	3/4	V]
91	91	0	I\\
