mc	mn	onset	label
1	1	2	.a.i
3	3	0	iv
3	3	1	v
4	4	0	i
5	5	0	VII
5	5	1	i
6	6	0	III.IV
7	7	0	I6
7	7	1	IV
8	8	0	ii
9	9	0	vi
9	9	1	ii6
10	10	0	V
11	11	0	I
12	12	0	vi6
12	12	1	V\\
13	13	0	vi
14	14	1	iii\\
15	15	0	IV
16	16	0	I
16	16	1	viio6(2)
16	16	2	I6
17	17	0	ii
17	17	1	I6(+4)
17	17	2	ii6
18	18	0	I6
18	18	1	ii6
18	18	2	iii6
19	19	0	ii6
19	19	1	iii6
19	19	2	IV6
20	20	0	V
20	20	1	I\\
21	21	1/4	i.i6
21	21	1/2	#viio
23	23	1/2	#viio6(9)
23	23	7/8	#viio6
24	24	0	i\\
25	25	0	V65
27	27	0	i\\
28	28	0	v6
29	29	0	iv6
30	30	1/4	iv6(97)
31	31	0	iv6
32	32	0	V(64)
32	32	3/4	V
33	33	0	V\\
34	34	0	III.IV
34	34	1	ii
34	34	3/2	V
34	34	2	I6
35	35	0	IV
35	35	1	ii
35	35	3/2	V
35	35	5/2	iii
36	36	0	vi
36	36	1	ii6
36	36	3/2	ii
36	36	2	viio6
36	36	5/2	V
37	37	0	I
37	37	1	ii
37	37	2	V6
38	38	0	I
38	38	1	vi
38	38	3/2	VII.V
38	38	5/2	iii
39	39	0	vi
39	39	1	IV
39	39	3/2	ii
39	39	5/2	V
40	40	0	I\\
41	41	0	III.V(6)
41	41	1/4	V(64)
41	41	1/2	V(4)
41	41	3/4	V
42	42	0	I\\
43	43	1/2	i.iv6(2)
43	43	3/4	iv6
44	44	0	V
44	44	1/2	i
45	45	1/2	V(4)
45	45	3/4	V
46	46	0	I6
47	47	0	IV
48	48	0	VII6
49	49	0	V
49	49	3/4	V(4)
50	50	3/4	V
51	51	0	i\\
56	56	7/8	V6(4)
56	56	15/16	V6
57	57	0	i
58	58	1/2	V6(4)
58	58	7/8	V6
59	59	0	i
60	60	1/4	iv6(2)
60	60	3/4	iv6
61	61	5/8	iv6(2)
62	62	1/4	iv6
62	62	1/2	V(4)
62	62	7/8	V
63	63	0	i
63	63	1/4	i\\
64	64	0	#viio(2)
64	64	1/4	#viio
65	65	0	#viio(2)
65	65	3/4	#viio
66	66	0	i(94)
66	66	1/2	i\\
67	67	1/2	iv6(2)
68	68	1/4	iv6
69	69	0	iv6(2)
69	69	3/4	iv6
70	70	0	V
70	70	1/2	V\\
70	70	3/4	v.i
71	71	1/4	V6
71	71	1/2	i
72	72	0	V(64)
72	72	1/2	V
73	73	0	VI
73	73	1/4	V6/iv
73	73	1/2	iv
73	73	3/4	#viio6/iv
74	74	0	iv6
74	74	1/2	V(64)
74	74	3/4	V
75	75	0	VI6
75	75	1/4	V/iv
75	75	1/2	iv
76	76	0	V(64)
76	76	1/2	VII
77	77	0	VI
77	77	1/4	VI6
77	77	1/2	i6
77	77	3/4	V6
78	78	0	i
78	78	1/2	i6
78	78	3/4	III
79	79	0	V(64)/v
79	79	1/4	V/v
79	79	1/2	v
80	80	0	iv
80	80	1/2	iv6
81	81	0	v(6)
81	81	1/4	V(64)
81	81	1/2	V(4)
81	81	3/4	V
82	82	0	i\\
83	83	0	III.I
85	85	0	IV
87	87	0	iii
88	88	0	iv.V6
89	89	1	V65
89	89	2	V6(6)
90	90	0	V65
90	90	1	V6(6)
90	90	2	V6
91	91	0	i
91	91	1	v6
91	91	2	IV6
92	92	0	v6
92	92	1	IV6
92	92	2	III6
93	93	0	IV6
93	93	1	III6
93	93	2	ii6
94	94	0	III6
94	94	1	ii6
94	94	2	i6
95	95	0	ii6
95	95	1	i6
95	95	2	VII6
96	96	0	i6
96	96	1	#viio6
96	96	2	i\\
97	97	0	VII.V
98	98	0	I
100	100	0	IV
102	102	0	V(64)/vi
103	103	0	V/vi\\
105	105	0	V6/ii
106	106	0	ii
107	107	0	V6\\
108	108	0	III.ii
108	108	1	vi6
108	108	2	V6
109	109	0	vi6
109	109	1	V6
109	109	2	IV6
110	110	0	iii6
110	110	1	ii6
110	110	2	I6
111	111	0	ii6
111	111	1	I6
111	111	2	viio6
112	112	0	I6
112	112	1	V43
112	112	2	I
113	113	0	viio6
113	113	1	IVM43
113	113	2	viio
114	114	0	vi6
114	114	1	iii43
114	114	2	vi
115	115	0	V6
115	115	1	IV6
115	115	2	V\\
116	116	0	I
116	116	3/4	vi6
117	117	0	IVM65
117	117	1/2	.bVII
117	117	7/8	v6
118	118	0	iii65
118	118	1/2	V/ii
118	118	3/4	V2/ii
119	119	0	V6/V
119	119	1/2	V
119	119	3/4	iii6
120	120	0	IM65
120	120	1/2	IV
120	120	7/8	ii6
121	121	0	vii%65
121	121	1/2	V/vi
121	121	3/4	V2/vi
122	122	0	VI6
122	122	1/2	V/V
123	123	0	V6
123	123	1/2	I
124	124	0	vi
125	125	0	V6(4)
125	125	1/2	V6
126	126	0	i\\
126	126	1	VII6
126	126	2	i6
127	127	0	VII6
127	127	1	i6
127	127	2	iio6
128	128	0	i6
128	128	1	iio6
128	128	2	III6
