mc	mn	onset	label
1	1	0	.d.i
2	2	1/2	#viio(2)
3	3	0	#viio
3	3	1/4	V
3	3	1/2	#viio6
3	3	3/4	#viio64
4	4	0	I
5	5	0	ii7
5	5	1/2	ii
6	6	1/2	I
8	8	0	vi7
8	8	1/4	vi%7
8	8	1/2	V(2)
8	8	3/4	ii64
8	8	7/8	IV6
9	9	0	V
10	10	1/2	I6
12	12	0	V(4)
12	12	1/4	V
13	13	0	I\\
14	14	0	i
17	17	1/2	VII
18	18	0	III
18	18	1/2	i
19	19	0	v.i
19	19	1/2	VII
20	20	0	III
20	20	1/2	iv(9)
20	20	3/4	iv
21	21	0	V
21	21	1/2	V7
21	21	3/4	V
22	22	0	i\\
22	22	1/2	VII.vi
23	23	0	V
23	23	1/4	V(4)
23	23	3/4	V
24	24	0	I\\
24	24	1/8	I
24	24	1/2	IV
24	24	3/4	V
25	25	0	I\\
25	25	5/8	v.i
26	26	0	V6
26	26	1/4	I
26	26	1/2	iv
27	27	0	I\\
27	27	1/8	I
27	27	1/2	iv
27	27	3/4	V
28	28	0	i\\
28	28	5/8	III.I
29	29	0	V6
29	29	1/4	I
29	29	1/2	IV
30	30	0	I\\
30	30	1/8	I
30	30	1/2	IV
30	30	3/4	V
31	31	0	I\\
31	31	5/8	i.i
32	32	0	V6
32	32	1/4	I
32	32	1/2	iv
33	33	0	I\\
33	33	1/2	i
34	34	1/4	v6
34	34	1/2	v
35	35	0	VII
36	36	0	IV
37	37	0	i
38	38	0	v
38	38	1/2	VII
39	39	0	ii-VII6
39	39	1/2	IV
40	40	0	i
41	41	0	v
41	41	1/2	VII-v6
42	42	0	VII
42	42	1/2	iv
43	43	0	VI
43	43	1/2	i-VI6
44	44	0	III
44	44	1/2	III6
45	45	0	V
45	45	1/4	ii65(+4)
45	45	1/2	V(4)
45	45	3/4	V
46	46	0	I\\
47	47	0	i
48	48	1/2	V6
49	49	0	i
49	49	1/4	ii
49	49	1/2	III
49	49	3/4	IV
50	50	0	v.i
50	50	1/4	iio
50	50	1/2	III
51	51	0	V
51	51	1/2	i
52	52	0	V
52	52	1/4	V(64)
52	52	3/4	V
53	53	0	i\\
53	53	1/2	VII.vi
54	54	0	V
54	54	1/4	V(4)
54	54	3/4	V
55	55	0	I\\
55	55	1/8	I
55	55	1/2	IV
55	55	3/4	V
56	56	0	I\\
56	56	5/8	v.i
57	57	0	V6
57	57	1/4	I
57	57	1/2	iv
58	58	0	I\\
58	58	1/8	I
58	58	1/2	iv
58	58	3/4	V
59	59	0	i\\
59	59	5/8	III.I
60	60	0	V6
60	60	1/4	I
60	60	1/2	IV
61	61	0	I\\
61	61	1/8	I
61	61	1/2	IV
61	61	3/4	V
62	62	0	I\\
62	62	5/8	i.i
63	63	0	V6
63	63	1/4	I
63	63	1/2	iv
64	64	0	I\\
64	64	1/2	i
65	65	1/4	v6
65	65	1/2	v
66	66	0	VII
67	67	0	IV
68	68	0	i
69	69	0	v
69	69	1/2	VII
70	70	0	ii-VII6
70	70	1/2	IV
71	71	0	i
72	72	0	v
72	72	1/2	VII-v6
73	73	0	VII
73	73	1/2	iv
74	74	0	VI
74	74	1/2	i-VI6
75	75	0	III
75	75	1/2	III6
76	76	0	V
76	76	1/4	ii65(+4)
76	76	1/2	V(4)
76	76	3/4	V
77	77	0	I\\
77	77	5/8	I
78	78	1/2	i
79	79	1/2	VI
80	80	0	iv[iv
83	83	1/4	I
83	83	1/2	iio6]
84	84	0	I\\
