mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	25	1/2	#viio6(2)		C	vi		#viio6(2)	#vii	o	6	2			o	0	1	2, -1, 0		5.0	2.0
26	25	3/4	#viio6		C	vi		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
27	26	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
28	27	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
28	27	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
29	28	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
29	28	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
30	29	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
30	29	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
31	30	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
31	30	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
32	31	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
32	31	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
33	32	0	VI		C	vi		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
33	32	1	i64		C	vi		i64	i		64				m	0	1	1, 0, -3		0.0	1.0
33	32	2	iv		C	vi		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
33	32	3	V(64)		C	vi		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
33	32	4	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
33	32	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
34	33	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
34	33	2	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
34	33	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
35	34	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
35	34	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
36	35	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
36	35	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
37	36	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
37	36	2	VI		C	vi		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
37	36	3	V7		C	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
38	37	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
38	37	3	v6(2)		C	vi		v6(2)	v		6	2			m	0	1	-2, 2, -4		1.0	-2.0
38	37	5	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
39	38	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
39	38	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
39	38	3	V(64)		C	vi		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
39	38	5	V\\		C	vi		V	V					\\	M	0	1	1, 5, 2		1.0	1.0
40	39	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
40	39	1	i(+9)		C	vi		i(+9)	i			+9			m	0	1	0, -3, 1	2	0.0	0.0
40	39	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
40	39	5	v6(+4)		C	vi		v6(+4)	v		6	+4			m	0	1	-2, 2, 1	0	1.0	-2.0
41	40	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
41	40	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
42	41	0	i(#7)		C	vi		i(#7)	i			#7			m	0	1	0, -3, 1	5	0.0	0.0
42	41	2	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
42	41	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
43	42	0	VI		C	vi		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
43	42	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
43	42	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
44	43	0	i(9)		C	vi		i(9)	i			9			m	0	1	0, -3, 1	2	0.0	0.0
44	43	2	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
44	43	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
45	44	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
45	44	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
45	44	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
46	45	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
46	45	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
46	45	4	v		C	vi		v	v						m	0	1	1, -2, 2		1.0	1.0
47	46	0	iv		C	vi		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
47	46	3	V7		C	vi		V7	V		7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
48	47	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
48	47	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
49	48	0	iv6(6)		C	vi		iv6(6)	iv		6	6			m	0	1	-4, 2, -1		-1.0	-4.0
49	48	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
49	48	3	V(9)		C	vi		V(9)	V			9			M	0	1	1, 5, 2	-4	1.0	1.0
49	48	4	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
50	49	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
50	49	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
51	50	0	iio43		C	vi		iio43	ii	o	43				o7	0	1	-4, -7, 2, -1		2.0	-4.0
51	50	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
51	50	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
51	50	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
52	51	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
52	51	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
53	52	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
53	52	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
53	52	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
54	53	0	i(#7)		C	vi		i(#7)	i			#7			m	0	1	0, -3, 1	5	0.0	0.0
54	53	1	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
54	53	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
54	53	4	i2		C	vi		i2	i		2				mm7	0	1	-2, 0, -3, 1		0.0	-2.0
55	54	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
55	54	1	iv		C	vi		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
55	54	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
56	55	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
56	55	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
57	56	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
57	56	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
57	56	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
58	57	0	viio6(2)/VII		C	vi		viio6(2)/VII	vii	o	6	2	VII		o	0	1	0, -3, -2		3.0	0.0
58	57	2	viio6/VII		C	vi		viio6/VII	vii	o	6		VII		o	0	1	0, -3, 3		3.0	0.0
58	57	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
58	57	4	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
59	58	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
59	58	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
59	58	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
59	58	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
60	59	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
60	59	1	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
60	59	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
60	59	4	v6(+4)		C	vi		v6(+4)	v		6	+4			m	0	1	-2, 2, 1	0	1.0	-2.0
61	60	0	iio43		C	vi		iio43	ii	o	43				o7	0	1	-4, -7, 2, -1		2.0	-4.0
61	60	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
61	60	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
62	61	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
62	61	1	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
62	61	3	v6(6)		C	vi		v6(6)	v		6	6			m	0	1	-2, -3, 1		1.0	-2.0
62	61	4	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
63	62	0	iv6(6)		C	vi		iv6(6)	iv		6	6			m	0	1	-4, 2, -1		-1.0	-4.0
63	62	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
63	62	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
63	62	4	v		C	vi		v	v						m	0	1	1, -2, 2		1.0	1.0
64	63	0	VI6(2)		C	vi		VI6(2)	VI		6	2			M	0	1	0, -3, -2		-4.0	0.0
64	63	1	VI6		C	vi		VI6	VI		6				M	0	1	0, -3, -4		-4.0	0.0
64	63	3	V7/III		C	vi		V7/III	V		7		III		Mm7	0	1	-2, 2, -1, -4		-2.0	-2.0
64	63	4	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
65	64	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
65	64	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
65	64	3	V\\		C	vi		V	V					\\	M	0	1	1, 5, 2		1.0	1.0
66	65	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
66	65	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
66	65	4	v6(+4)		C	vi		v6(+4)	v		6	+4			m	0	1	-2, 2, 1	0	1.0	-2.0
67	66	0	iio43		C	vi		iio43	ii	o	43				o7	0	1	-4, -7, 2, -1		2.0	-4.0
67	66	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
67	66	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
67	66	4	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
68	67	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
68	67	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
68	67	4	VII6		C	vi		VII6	VII		6				M	0	1	2, -1, -2		-2.0	2.0
69	68	0	III(+4)		C	vi		III(+4)	III			+4			M	0	1	-3, 1, -2	-4	-3.0	-3.0
69	68	2	iv		C	vi		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
69	68	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
70	69	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
70	69	3	v6(+4)		C	vi		v6(+4)	v		6	+4			m	0	1	-2, 2, 1	0	1.0	-2.0
71	70	0	iv6(2)		C	vi		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1.0	-4.0
71	70	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
71	70	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
71	70	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
72	71	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
72	71	1	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
72	71	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
72	71	4	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
73	72	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
73	72	1	VI		C	vi		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
73	72	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
74	73	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
74	73	2	VI6		C	vi		VI6	VI		6				M	0	1	0, -3, -4		-4.0	0.0
74	73	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
75	74	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
75	74	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
76	75	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
76	75	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
77	76	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
77	76	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
78	77	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
78	77	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
79	78	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
79	78	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
80	79	0	viio6(2)/VII		C	vi		viio6(2)/VII	vii	o	6	2	VII		o	0	1	0, -3, -2		3.0	0.0
80	79	2	viio6/VII		C	vi		viio6/VII	vii	o	6		VII		o	0	1	0, -3, 3		3.0	0.0
80	79	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
81	80	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
81	80	3	V(64)		C	vi		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
81	80	4	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
81	80	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
82	81	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
82	81	1	viio6/VII		C	vi		viio6/VII	vii	o	6		VII		o	0	1	0, -3, 3		3.0	0.0
82	81	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
82	81	4	VII6		C	vi		VII6	VII		6				M	0	1	2, -1, -2		-2.0	2.0
83	82	0	i6(+4)		C	vi		i6(+4)	i		6	+4			m	0	1	-3, 1, 0	-1	0.0	-3.0
83	82	2	iv7		C	vi		iv7	iv		7				mm7	0	1	-1, -4, 0, -3		-1.0	-1.0
83	82	3	V(64)		C	vi		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
83	82	4	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
83	82	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
84	83	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
84	83	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
85	84	0	iv6(6)		C	vi		iv6(6)	iv		6	6			m	0	1	-4, 2, -1		-1.0	-4.0
85	84	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
85	84	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
86	85	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
86	85	3	VII		C	vi		VII	VII						M	0	1	-2, 2, -1		-2.0	-2.0
87	86	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
87	86	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
88	87	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
88	87	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
89	88	0	iv6(6)		C	vi		iv6(6)	iv		6	6			m	0	1	-4, 2, -1		-1.0	-4.0
89	88	2	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
89	88	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
90	89	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
90	89	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
91	90	0	iv6(6)		C	vi		iv6(6)	iv		6	6			m	0	1	-4, 2, -1		-1.0	-4.0
91	90	1	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
91	90	3	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
92	91	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
92	91	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
93	92	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
93	92	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
93	92	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
94	93	0	i		C	vi		i	i						m	0	1	0, -3, 1		0.0	0.0
94	93	3	v6		C	vi		v6	v		6				m	0	1	-2, 2, 1		1.0	-2.0
95	94	0	iv6		C	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
95	94	3	V(4)		C	vi		V(4)	V			4			M	0	1	1, 0, 2		1.0	1.0
95	94	5	V		C	vi		V	V						M	0	1	1, 5, 2		1.0	1.0
96	95	0	i\\		C	vi		i	i					\\	m	0	1	0, -3, 1		0.0	0.0
97	95	2	I.I		C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
98	96	0	vi6		C	I		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
98	96	3/8	iii		C	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
98	96	1/2	IV		C	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
100	98	0	vi	IV6	C	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
101	99	0	V(4)		C	I		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
101	99	1/2	V		C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
102	100	0	I\\		C	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
103	101	1/4	I		C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
103	101	7/8	V		C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
104	102	0	vi		C	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
104	102	1/4	iii		C	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
104	102	1/2	IV		C	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
105	103	0	I		C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
105	103	1/2	viio6/V		C	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6.0	3.0
106	104	0	iii		C	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
106	104	1/2	I6(+4)		C	I		I6(+4)	I		6	+4			M	0	0	4, 1, 0	-1	0.0	4.0
106	104	3/4	IVM7		C	I		IVM7	IV	M	7				MM7	0	0	-1, 3, 0, 4		-1.0	-1.0
107	105	0	V(4)		C	I		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
107	105	1/2	V		C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
108	106	0	I\\		C	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
