mc	mn	onset	label
1	1	0	.F.I
2	2	1	ii
2	2	3/2	viio6
3	3	0	I
4	4	1/2	vi
4	4	1	IVM65
4	4	3/2	vii%7
5	5	0	I
6	6	0	ii
6	6	1/2	viio6
6	6	1	I
8	8	1/2	vi
8	8	1	IVM7
8	8	3/2	ii6
9	9	0	iii
9	9	1	IV
9	9	3/2	viio6
10	10	0	vi
10	10	1	iii6
10	10	3/2	iii
11	11	0	vi
11	11	1	V
12	12	0	I\\
12	12	1/2	I
13	13	1/2	IV6
13	13	3/2	vii%7
14	14	0	I
15	15	1	V(4)/V
15	15	3/2	V/V
16	16	0	I
17	17	1	IV6
17	17	3/2	IV
18	18	0	ii
18	18	1/2	viio6
18	18	1	I
19	19	0	vi
19	19	1	I
20	20	0	IVM65
20	20	1/2	vii%7
20	20	1	I
21	21	1	ii
21	21	3/2	viio6
22	22	0	I
23	23	0	V
23	23	1	ii
24	24	0	vi6
24	24	1/2	vi
24	24	1	V6
24	24	7/4	I
25	25	0	vi[I6
25	25	1/2	viio6
25	25	3/4	vi6]
25	25	1	V
26	26	0	IV
26	26	1/2	I6
26	26	3/2	I
27	27	0	IV
27	27	1	V(4)
27	27	3/2	V
28	28	0	I\\
28	28	1	I
29	29	1	V6
30	30	0	IV6(2)
30	30	1	IV6
31	31	0	iii6
31	31	1	I6
32	32	0	ii6
32	32	1/2	ii6(2)
32	32	3/2	vii%43
33	33	0	vi64-I6(6)
33	33	1	I
33	33	3/2	I6
34	34	0	IV
34	34	1/2	V7
34	34	1	IV6
34	34	3/2	vii%7
35	35	0	vi6-I(6)
35	35	1	I
36	36	0	ii
36	36	1	ii6
37	37	0	vi6-I(6)
37	37	1	I
38	38	0	IV
38	38	1	IV6
39	39	0	vi
39	39	1	iii6
40	40	0	ii6(2)
40	40	1	ii6
41	41	0	I6
41	41	1	I
42	42	0	ii
42	42	3/2	viio6
43	43	0	I
44	44	0	ii
44	44	3/2	viio6
45	45	0	I
45	45	3/2	I6
46	46	0	ii6
46	46	1/2	iii6
46	46	1	IV6
46	46	3/2	viio
47	47	0	I
48	48	0	ii
49	49	0	I\\
49	49	3/2	I
50	50	0	viio(2)
50	50	1/2	viio
50	50	1	I
51	51	0	V(4)
51	51	1/2	V
51	51	1	I6
51	51	3/2	IV6
52	52	0	I
52	52	1/2	I6
52	52	1	I
52	52	3/2	IV6
53	53	0	iii6
53	53	1/2	iii
53	53	1	I
54	54	0	V
54	54	1	vi7
54	54	3/2	viio6/V
55	55	0	V
55	55	1	IV6(2)
55	55	3/2	IV6
56	56	0	V(4)
56	56	1/2	V
56	56	1	I
57	57	0	V(4)
57	57	1/2	V
57	57	1	I
57	57	3/2	vi6
58	58	0	I
58	58	3/2	ii
59	59	0	I
59	59	1	vi
59	59	3/2	V6
60	60	0	vi7
60	60	1/4	V
60	60	1/2	IV6
60	60	3/4	iii6
60	60	1	IV
60	60	3/2	vi
60	60	7/4	IV6
61	61	0	V(4)
61	61	1/2	V
61	61	1	I\\
62	62	0	I
63	63	0	IV6
63	63	1	V
64	64	0	IV
65	65	1	iii
65	65	3/2	viio6
66	66	0	I
67	67	0	ii
67	67	1/2	viio6
67	67	1	I
68	68	0	IV
68	68	1	vi
69	69	0	V6
69	69	1/2	vii%7
69	69	1	I
70	70	1	IV6
71	71	0	V
71	71	1	IV
72	72	1	I
72	72	3/2	ii-viio6
73	73	0	I
73	73	1	I6
73	73	3/2	I
74	74	1	V
74	74	3/2	viio6/V
75	75	0	V
76	76	0	I
76	76	1	IV6
77	77	0	viio
77	77	1	I
78	78	0	ii6(+4)
78	78	1	IV
79	79	0	I(+4)
79	79	1	I
80	80	0	ii(+4)
80	80	1	ii
81	81	0	I6(7+4)
81	81	1	I6
82	82	0	V
82	82	1	V(64)
83	83	0	V(4)
83	83	1	V
84	84	0	I\\
