mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	61
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	62
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	63
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	64
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	65
5	5	19	19	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	66
5	5	16	16	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	67
5	5	18	18	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	68
5	5	19	19	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	69
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	70
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	71
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	72
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	73
6	6	20	20	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	74
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	75
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	76
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	77
6	6	20	20	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	78
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	79
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	80
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	81
6	6	20	20	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	82
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	83
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	84
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	85
6	6	20	20	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	86
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	87
6	6	22	22	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	88
6	6	23	23	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	89
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	90
7	7	25	25	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	91
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	92
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	93
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	94
7	7	25	25	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	95
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	96
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	97
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	98
7	7	25	25	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	99
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	100
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	101
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	102
7	7	25	25	1.5	1/4	1/4	Chord	4/4	4	1	3/8	1/4	3/2	103
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	104
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	105
7	7	24	24	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	106
7	7	25	25	1.5	1/4	1/4	Chord	4/4	5	1	3/8	1/4	3/2	107
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	108
7	7	27	27	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	109
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	110
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	111
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	112
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	113
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	114
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	115
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	116
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	117
8	8	28	28	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	118
8	8	30	30	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	119
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1	1	1	120
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1	1	1	121
9	9	32	32	4.0	0	0	Chord	4/4	3	1	1	1	1	122
9	9	32	32	4.0	0	0	Chord	4/4	4	1	1	1	1	123
9	9	32	32	4.0	0	0	Chord	4/4	5	1	1	1	1	124
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	125
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	126
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	127
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	128
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	129
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	130
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	131
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	132
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	133
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	134
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	135
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	136
10	10	36	36	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	137
10	10	37	37	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	138
10	10	38	38	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	139
11	11	40	40	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	140
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	141
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	142
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	143
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	144
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	145
11	11	40	40	4.0	0	0	Chord	4/4	3	1	1	1	1	146
11	11	40	40	4.0	0	0	Chord	4/4	4	1	1	1	1	147
11	11	40	40	4.0	0	0	Chord	4/4	5	1	1	1	1	148
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	149
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	150
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	151
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	152
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	153
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	154
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	156
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	157
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	158
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	159
12	12	44	44	4.0	0	0	Chord	4/4	4	1	1	1	1	160
12	12	44	44	4.0	0	0	Chord	4/4	5	1	1	1	1	161
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	162
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	163
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	164
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	165
13	13	48	48	4.0	0	0	Chord	4/4	3	1	1	1	1	166
13	13	48	48	4.0	0	0	Chord	4/4	4	1	1	1	1	167
13	13	48	48	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	168
13	13	49	49	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	169
13	13	50	50	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	170
13	13	51	51	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	171
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	172
14	14	53	53	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	173
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	174
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	175
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	176
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	177
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	178
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	179
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	180
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	181
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	182
14	14	52	52	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	183
14	14	54	54	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	184
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1	1	1	185
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	186
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	187
15	15	56	56	4.0	0	0	Chord	4/4	3	1	1	1	1	188
15	15	56	56	4.0	0	0	Chord	4/4	4	1	1	1	1	189
15	15	56	56	4.0	0	0	Chord	4/4	5	1	1	1	1	190
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	191
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1	1	1	192
16	16	60	60	4.0	0	0	Chord	4/4	3	1	1	1	1	193
16	16	60	60	4.0	0	0	Chord	4/4	4	1	1	1	1	194
16	16	60	60	4.0	0	0	Chord	4/4	5	1	1	1	1	195
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	196
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	197
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	198
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	199
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	200
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	201
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	202
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	203
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	204
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	205
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	206
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	207
18	18	68	68	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	208
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	209
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	210
18	18	68	68	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	211
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	212
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	213
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	214
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	215
18	18	71	71	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	216
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	217
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	218
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	219
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	220
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	221
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	222
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	223
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	224
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	225
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	226
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	227
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	228
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	229
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	230
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	231
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	232
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	233
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	234
20	20	77	77	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	235
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	236
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	237
21	21	80	80	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	238
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	239
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	240
21	21	165/2	165/2	1.5	5/8	5/8	Chord	4/4	1	1	3/8	1/4	3/2	241
21	21	80	80	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	242
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	243
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	244
21	21	165/2	165/2	1.5	5/8	5/8	Chord	4/4	2	1	3/8	1/4	3/2	245
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	246
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	247
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	248
21	21	83	83	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	249
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	250
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	251
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	252
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	253
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	254
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	255
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	256
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	257
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	258
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	259
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	260
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	261
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	262
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	263
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	264
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	265
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	266
23	23	88	88	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	267
23	23	89	89	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	268
23	23	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	269
23	23	91	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	270
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	271
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	272
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	273
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	274
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	275
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	276
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	277
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	278
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	279
24	24	93	93	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	280
24	24	94	94	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	281
24	24	95	95	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	282
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	283
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	284
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	285
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	286
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	287
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	288
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	289
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	290
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1	1	1	291
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	292
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	293
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	294
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	295
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	296
26	26	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	297
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	298
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	299
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	300
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	301
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	302
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	303
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	304
27	27	104	104	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	305
27	27	105	105	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	306
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	307
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	308
28	28	111	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	309
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	310
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	311
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	312
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	313
28	28	111	111	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	314
28	28	111	111	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	315
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	316
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	317
29	29	114	114	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	318
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	319
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	320
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	321
29	29	114	114	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	322
