mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id
28	28	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	337
28	28	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	338
28	28	108	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	339
28	28	108	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	340
28	28	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	341
28	28	108	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	342
29	29	112	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	343
29	29	113	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	344
29	29	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	345
29	29	112	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	346
29	29	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	347
29	29	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	348
29	29	112	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	349
29	29	114	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	350
30	30	116	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	351
30	30	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	352
30	30	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	353
30	30	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	354
30	30	116	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	355
30	30	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	356
30	30	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	357
30	30	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	358
30	30	116	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	359
30	30	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	360
30	30	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	361
31	31	120	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	362
31	31	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	363
31	31	120	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	364
31	31	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	365
31	31	120	4.0	0	0	Chord	4/4	4	1	1			1	1	366
32	32	124	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	367
32	32	125	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	368
32	32	127	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	369
32	32	124	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	370
32	32	125	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	371
32	32	127	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	372
32	32	124	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	373
32	32	125	2.0	1/4	1/4	Chord	4/4	5	1	1/2			1/2	1	374
32	32	127	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	375
33	33	128	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	376
33	33	129	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	377
33	33	130	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	378
33	33	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	379
33	33	128	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	380
33	33	129	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	381
33	33	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	382
33	33	128	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	383
33	33	129	2.0	1/4	1/4	Chord	4/4	5	1	1/2			1/2	1	384
33	33	131	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	385
34	34	132	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	386
34	34	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	387
34	34	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	388
34	34	132	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	389
34	34	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	390
34	34	134	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	391
34	34	132	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	392
34	34	133	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	393
34	34	134	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	394
35	35	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	395
35	35	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	396
35	35	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	397
35	35	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	398
35	35	136	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	399
35	35	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	400
35	35	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	401
35	35	136	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	402
35	35	136	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	403
35	35	138	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	404
35	35	139	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	405
36	36	140	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	406
36	36	141	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	407
36	36	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	408
36	36	140	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	409
36	36	141	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	410
36	36	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	411
36	36	140	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	412
36	36	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	413
36	36	140	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	414
36	36	141	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	415
36	36	142	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	416
37	37	144	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	417
37	37	145	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	418
37	37	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	419
37	37	144	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	420
37	37	145	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	421
37	37	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	422
37	37	144	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	423
37	37	145	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	424
37	37	146	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	425
37	37	144	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	426
37	37	146	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	427
38	38	148	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	428
38	38	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	429
38	38	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	430
38	38	148	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	431
38	38	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	432
38	38	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	433
38	38	148	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	434
38	38	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	435
38	38	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	436
38	38	148	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	437
38	38	149	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	438
38	38	150	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	439
39	39	152	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	440
39	39	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	441
39	39	152	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	442
39	39	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	443
39	39	152	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	444
39	39	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	445
39	39	152	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	446
39	39	154	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	447
40	40	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	448
40	40	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	449
40	40	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	450
40	40	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	451
40	40	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	452
40	40	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	453
40	40	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	454
40	40	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	455
40	40	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	456
40	40	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	457
40	40	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	458
40	40	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	459
40	40	158	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	460
40	40	159	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	461
40	40	319/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	462
41	41	160	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	463
41	41	161	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	464
41	41	162	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	465
41	41	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	466
41	41	160	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	467
41	41	161	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	468
41	41	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	469
41	41	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	470
41	41	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	471
41	41	160	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	472
41	41	161	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	473
41	41	162	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	474
41	41	163	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	475
42	42	164	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	476
42	42	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	477
42	42	164	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	478
42	42	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	479
42	42	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	480
42	42	164	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	481
42	42	166	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	482
43	43	168	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	483
43	43	169	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	484
43	43	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	485
43	43	168	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	486
43	43	170	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	487
43	43	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	488
43	43	168	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	489
43	43	170	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	490
43	43	343/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	491
44	44	172	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	492
44	44	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	493
44	44	174	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	494
44	44	172	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	495
44	44	173	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	496
44	44	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	497
44	44	172	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	498
44	44	173	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	499
44	44	174	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	500
45	45	176	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	501
45	45	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	502
45	45	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	503
45	45	176	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	504
45	45	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	505
45	45	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	506
45	45	179	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	507
45	45	359/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	508
45	45	176	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	509
45	45	179	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	510
45	45	359/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	511
45	45	179	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	512
45	45	359/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	513
46	46	180	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	514
46	46	181	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	515
46	46	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	516
46	46	182	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	517
46	46	183	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	518
46	46	180	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	519
46	46	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	520
46	46	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	521
46	46	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	522
46	46	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	523
46	46	180	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	524
46	46	181	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	525
46	46	363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	526
46	46	182	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	527
46	46	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	528
46	46	180	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	529
46	46	181	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	530
46	46	363/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	531
46	46	182	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	532
46	46	183	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	533
46	46	180	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	534
46	46	181	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	535
46	46	363/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	536
46	46	182	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	537
46	46	183	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	538
47	47	184	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	539
47	47	185	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	540
47	47	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	541
47	47	184	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	542
47	47	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	543
47	47	185	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	544
47	47	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	545
47	47	184	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	546
47	47	185	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	547
47	47	186	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	548
47	47	184	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	549
47	47	185	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	550
47	47	186	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	551
47	47	184	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	552
47	47	185	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	553
47	47	186	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	554
48	48	188	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	555
48	48	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	556
48	48	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	557
48	48	188	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	558
48	48	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	559
48	48	188	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	560
48	48	191	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	561
48	48	188	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	562
48	48	191	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	563
48	48	188	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	564
48	48	190	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	565
49	49	192	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	566
49	49	193	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	567
49	49	194	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	568
49	49	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	569
49	49	192	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	570
49	49	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	571
49	49	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	572
49	49	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	573
49	49	192	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	574
49	49	387/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	575
49	49	194	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	576
49	49	195	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	577
49	49	192	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	578
49	49	387/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	579
49	49	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	580
49	49	195	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	581
49	49	192	1.5	0	0	Chord	4/4	5	1	3/8			1/4	3/2	582
49	49	387/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	583
49	49	194	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	584
49	49	195	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	585
50	50	196	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	586
50	50	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	587
50	50	196	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	588
50	50	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	589
50	50	196	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	590
50	50	198	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	591
50	50	196	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	592
50	50	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	593
50	50	196	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	594
50	50	198	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	595
51	51	200	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	596
51	51	201	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	597
51	51	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	598
51	51	200	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	599
51	51	202	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	600
51	51	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	601
51	51	200	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	602
51	51	201	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	603
51	51	202	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	604
51	51	407/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	605
51	51	200	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	606
51	51	201	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	607
51	51	202	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	608
51	51	407/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	609
51	51	200	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	610
51	51	202	1.5	1/2	1/2	Chord	4/4	5	1	3/8			1/4	3/2	611
51	51	407/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	612
52	52	204	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	613
52	52	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	614
52	52	206	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	615
52	52	204	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	616
52	52	205	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	617
52	52	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	618
52	52	204	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	619
52	52	205	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	620
52	52	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	621
52	52	204	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	622
52	52	205	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	623
52	52	206	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	624
52	52	204	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	625
52	52	205	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	626
52	52	206	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	627
53	53	208	4.0	0	0	Chord	4/4	1	1	1			1	1	628
53	53	208	4.0	0	0	Chord	4/4	2	1	1			1	1	629
53	53	208	4.0	0	0	Chord	4/4	3	1	1			1	1	630
53	53	208	4.0	0	0	Chord	4/4	4	1	1			1	1	631
53	53	208	4.0	0	0	Chord	4/4	5	1	1			1	1	632
