mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1
68	68	268	268	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	606	ni o
68	68	271	271	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	607	pur
68	68	268	268	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	608	mil-
68	68	270	270	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	609	-le
69	69	272	272	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	610	
69	69	274	274	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	611	du-
69	69	272	272	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	612	
69	69	273	273	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	613	de'
69	69	274	274	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	614	fag-
69	69	272	272	4.0	0	0	Chord	4/4	5	1	1	1	1	615	gui-
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	616	
70	70	278	278	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	617	-ra
70	70	276	276	4.0	0	0	Chord	4/4	3	1	1	1	1	618	-gi
70	70	276	276	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	619	E
70	70	279	279	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	620	de
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	621	la
70	70	276	276	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	622	-se
70	70	278	278	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	623	E
71	71	280	280	4.0	0	0	Chord	4/4	1	1	1	1	1	624	in
71	71	280	280	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	625	scor-
71	71	282	282	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	626	-z'in-
71	71	282	282	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	627	se-
71	71	283	283	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	628	-gnò
71	71	280	280	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	629	sua
71	71	281	281	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	630	for-
71	71	282	282	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	631	-tu-
71	71	280	280	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	632	
71	71	281	281	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	633	de
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	634	la
71	71	282	282	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	635	sua
71	71	283	283	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	636	for-
72	72	284	284	4.0	0	0	Chord	4/4	1	1	1	1	1	637	du-
72	72	284	284	4.0	0	0	Chord	4/4	2	1	1	1	1	638	-ci-
72	72	284	284	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	639	
72	72	285	285	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	640	l'a-
72	72	286	286	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	641	-ma-
72	72	287	287	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	642	-to
72	72	284	284	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	643	na i
72	72	285	285	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	644	gra-
72	72	287	287	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	645	-v'ol-
72	72	284	284	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	646	-tu-
72	72	285	285	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	647	na i
72	72	286	286	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	648	gra-
72	72	287	287	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	649	-v'ol-
73	73	288	288	4.0	0	0	Chord	4/4	1	1	1	1	1	650	-ra
73	73	288	288	4.0	0	0	Chord	4/4	2	1	1	1	1	651	-se,
73	73	288	288	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	652	no-
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	653	
73	73	290	290	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	654	
73	73	288	288	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	655	-trag-
73	73	290	290	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	656	-gi
73	73	291	291	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	657	E i
73	73	288	288	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	658	-trag-
73	73	290	290	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	659	-gi
73	73	291	291	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	660	E i
74	74	292	292	4.0	0	0	Chord	4/4	1	1	1	1	1	661	scor-
74	74	292	292	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	662	-m'in
74	74	294	294	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	663	mil-
74	74	292	292	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	664	va-
74	74	293	293	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	665	-ri
74	74	294	294	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	666	ca-
74	74	292	292	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	667	va-
74	74	293	293	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	668	-ri
74	74	294	294	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	669	ca-
75	75	296	296	4.0	0	0	Chord	4/4	1	1	1	1	1	670	-z'in-
75	75	296	296	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	671	
75	75	298	298	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	672	-le
75	75	296	296	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	673	-si
75	75	296	296	4.0	0	0	Chord	4/4	5	1	1	1	1	674	-si
76	76	300	300	4.0	0	0	Chord	4/4	1	1	1	1	1	675	-ci-
76	76	300	300	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	676	gui-
76	76	302	302	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	677	-se
76	76	302	302	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	678	in
76	76	300	300	4.0	0	0	Chord	4/4	5	1	1	1	1	679	
77	77	304	304	4.0	0	0	Chord	4/4	1	1	1	1	1	680	-se,
77	77	304	304	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	681	E
77	77	307	307	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	682	de
77	77	615/2	615/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	683	la
77	77	304	304	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	684	du-
77	77	306	306	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	685	-ra
77	77	306	306	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	686	in
78	78	310	310	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	687	in
78	78	308	308	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	688	sua
78	78	309	309	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	689	for-
78	78	310	310	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	690	-tu-
78	78	311	311	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	691	na i
78	78	308	308	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	692	scor-
78	78	310	310	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	693	-z'in-
78	78	308	308	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	694	du-
78	78	310	310	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	695	-ra
79	79	312	312	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	696	du-
79	79	314	314	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	697	-ra
79	79	312	312	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	698	gra-
79	79	313	313	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	699	-v'ol-
79	79	314	314	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	700	-trag-
79	79	312	312	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	701	-ci-
79	79	314	314	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	702	
79	79	312	312	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	703	scor-
79	79	314	314	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	704	-z'in-
80	80	316	316	4.0	0	0	Chord	4/4	1	1	1	1	1	705	in
80	80	316	316	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	706	scor-
80	80	318	318	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	707	za in-
80	80	316	316	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	708	-gi
80	80	317	317	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	709	E i
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	710	va-
80	80	319	319	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	711	-ri
80	80	316	316	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	712	-se,
80	80	316	316	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	713	-ci-
80	80	318	318	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	714	
81	81	320	320	4.0	0	0	Chord	4/4	1	1	1	1	1	715	du-
81	81	320	320	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	716	-ci-
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	717	
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	718	
81	81	320	320	4.0	0	0	Chord	4/4	3	1	1	1	1	719	ca-
81	81	320	320	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	720	
81	81	322	322	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	721	
82	82	324	324	4.0	0	0	Chord	4/4	1	1	1	1	1	722	-ra
82	82	324	324	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	723	
82	82	327	327	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	724	
82	82	324	324	4.0	0	0	Chord	4/4	3	1	1	1	1	725	si in
82	82	326	326	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	726	in
82	82	324	324	4.0	0	0	Chord	4/4	5	1	1	1	1	727	-se,
83	83	328	328	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	728	
83	83	330	330	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	729	scor-
83	83	328	328	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	730	
83	83	330	330	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	731	
83	83	328	328	4.0	0	0	Chord	4/4	3	1	1	1	1	732	
83	83	328	328	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	733	du-
83	83	330	330	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	734	-ra
84	84	332	332	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	735	
84	84	334	334	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	736	za in-
84	84	332	332	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	737	
84	84	335	335	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	738	
84	84	332	332	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	739	du-
84	84	334	334	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	740	-ra
84	84	332	332	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	741	scor-
84	84	334	334	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	742	-z'in-
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	743	-ci-
85	85	338	338	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	744	
85	85	336	336	4.0	0	0	Chord	4/4	2	1	1	1	1	745	
85	85	336	336	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	746	scor-
85	85	338	338	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	747	-z'in-
85	85	336	336	4.0	0	0	Chord	4/4	4	1	1	1	1	748	-ci-
86	86	340	340	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	749	
86	86	342	342	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	750	
86	86	340	340	4.0	0	0	Chord	4/4	2	1	1	1	1	751	
86	86	340	340	4.0	0	0	Chord	4/4	3	1	1	1	1	752	-ci-
86	86	340	340	4.0	0	0	Chord	4/4	4	1	1	1	1	753	
87	87	344	344	4.0	0	0	Chord	4/4	1	1	1	1	1	754	-se
87	87	344	344	4.0	0	0	Chord	4/4	2	1	1	1	1	755	-se
87	87	344	344	4.0	0	0	Chord	4/4	3	1	1	1	1	756	-se,
87	87	344	344	4.0	0	0	Chord	4/4	4	1	1	1	1	757	-se,
88	88	349	349	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	758	E in
88	88	350	350	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	759	ri-
88	88	351	351	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	760	-le-
88	88	349	349	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	761	E in
88	88	350	350	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	762	ri-
88	88	351	351	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	763	-le-
88	88	349	349	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	764	E in
88	88	350	350	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	765	ri-
88	88	351	351	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	766	-le-
88	88	349	349	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	767	E in
88	88	350	350	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	768	ri-
88	88	351	351	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	769	-le-
89	89	352	352	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	770	-gen-
89	89	353	353	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	771	-do
89	89	354	354	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	772	poi
89	89	352	352	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	773	-gen-
89	89	353	353	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	774	-do
89	89	354	354	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	775	poi
89	89	352	352	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	776	-gen-
89	89	353	353	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	777	-do
89	89	354	354	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	778	poi
89	89	352	352	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	779	-gen-
89	89	353	353	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	780	-do
89	89	354	354	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	781	poi
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	782	le
90	90	357	357	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	783	pro-
90	90	359	359	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	784	-prie
90	90	356	356	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	785	le
90	90	357	357	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	786	pro-
90	90	359	359	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	787	-prie
90	90	356	356	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	788	le
90	90	357	357	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	789	pro-
90	90	359	359	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	790	-prie
90	90	356	356	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	791	le
90	90	357	357	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	792	pro-
90	90	359	359	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	793	-prie
91	91	360	360	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	794	no-
91	91	362	362	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	795	-te,
91	91	363	363	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	796	e in
91	91	360	360	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	797	no-
91	91	362	362	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	798	-te,
91	91	363	363	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	799	e in
91	91	360	360	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	800	no-
91	91	362	362	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	801	-te,
91	91	363	363	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	802	e in
91	91	363	363	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	803	e in
91	91	360	360	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	804	no-
91	91	362	362	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	805	-te,
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	806	ri-
92	92	365	365	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	807	-le-
92	92	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	808	-gen-
92	92	367	367	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	809	-do
92	92	364	364	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	810	ri-
92	92	365	365	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	811	-le-
92	92	366	366	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	812	-gen-
92	92	367	367	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	813	-do
92	92	364	364	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	814	ri-
92	92	365	365	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	815	-le-
92	92	366	366	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	816	-gen-
92	92	367	367	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	817	-do
92	92	364	364	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	818	ri-
92	92	365	365	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	819	-le-
92	92	366	366	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	820	-gen-
92	92	367	367	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	821	-do
93	93	368	368	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	822	poi
93	93	370	370	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	823	le
93	93	371	371	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	824	pro-
93	93	368	368	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	825	poi
93	93	370	370	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	826	le
93	93	371	371	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	827	pro-
93	93	368	368	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	828	poi
93	93	370	370	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	829	le
93	93	371	371	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	830	pro-
93	93	368	368	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	831	poi
93	93	370	370	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	832	le
93	93	371	371	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	833	pro-
94	94	372	372	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	834	
94	94	373	373	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	835	-prie
94	94	374	374	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	836	no-
94	94	372	372	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	837	
94	94	373	373	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	838	-prie
94	94	374	374	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	839	no-
94	94	372	372	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	840	
94	94	373	373	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	841	-prie
94	94	374	374	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	842	no-
94	94	372	372	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	843	
94	94	373	373	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	844	-prie
94	94	374	374	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	845	no-
95	95	376	376	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	846	-te
95	95	379	379	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	847	Spar-
95	95	376	376	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	848	-te
95	95	379	379	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	849	Spar-
95	95	376	376	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	850	-te
95	95	379	379	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	851	Spar-
95	95	376	376	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	852	-te
95	95	379	379	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	853	Spar-
96	96	380	380	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	854	-gea
96	96	382	382	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	855	di
96	96	380	380	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	856	-gea
96	96	382	382	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	857	di
96	96	380	380	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	858	-gea
96	96	382	382	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	859	di
96	96	380	380	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	860	-gea
96	96	382	382	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	861	di
97	97	384	384	4.0	0	0	Chord	4/4	1	1	1	1	1	862	pian-
97	97	384	384	4.0	0	0	Chord	4/4	2	1	1	1	1	863	pian-
97	97	384	384	4.0	0	0	Chord	4/4	3	1	1	1	1	864	pian-
97	97	384	384	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	865	pian-
97	97	387	387	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	866	-to
98	98	388	388	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	867	-to
98	98	390	390	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	868	le
98	98	391	391	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	869	ver-
98	98	388	388	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	870	-to
98	98	390	390	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	871	le
98	98	391	391	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	872	ver-
98	98	388	388	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	873	-to
98	98	390	390	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	874	le
98	98	391	391	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	875	ver-
98	98	388	388	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	876	le
98	98	390	390	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	877	ver-
99	99	392	392	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	878	-mi-
99	99	394	394	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	879	-glie
99	99	392	392	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	880	-mi-
99	99	393	393	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	881	-glie
99	99	394	394	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	882	go-
99	99	392	392	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	883	-mi-
99	99	394	394	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	884	-glie
99	99	392	392	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	885	-mi-
99	99	395	395	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	886	-glie
100	100	396	396	4.0	0	0	Chord	4/4	1	1	1	1	1	887	go-
100	100	396	396	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	888	
100	100	398	398	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	889	
100	100	396	396	4.0	0	0	Chord	4/4	3	1	1	1	1	890	go-
100	100	396	396	4.0	0	0	Chord	4/4	4	1	1	1	1	891	go-
101	101	400	400	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	892	-te
101	101	403	403	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	893	E in
101	101	400	400	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	894	-te
101	101	403	403	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	895	E in
101	101	400	400	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	896	-te
101	101	403	403	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	897	E in
101	101	400	400	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	898	-te
101	101	403	403	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	899	E in
101	101	403	403	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	900	E in
102	102	404	404	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	901	ri-
102	102	405	405	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	902	-le-
102	102	406	406	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	903	-gen-
102	102	407	407	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	904	-do
102	102	404	404	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	905	ri-
102	102	405	405	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	906	-le-
102	102	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	907	-gen-
102	102	407	407	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	908	-do
102	102	404	404	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	909	ri-
102	102	405	405	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	910	-le-
102	102	406	406	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	911	-gen-
102	102	407	407	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	912	-do
