mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	72
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	73
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	74
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	75
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	76
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	77
9	9	32	32	4.0	0	0	Chord	4/4	5	1	1	1	1	78
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	79
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	80
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	81
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	82
10	10	36	36	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	83
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	84
10	10	38	38	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	85
10	10	39	39	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	86
10	10	36	36	4.0	0	0	Chord	4/4	5	1	1	1	1	87
11	11	40	40	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	88
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	89
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	90
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	91
11	11	40	40	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	92
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	93
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	94
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	95
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1	1	1	96
12	12	44	44	4.0	0	0	Chord	4/4	4	1	1	1	1	97
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	98
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	99
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	100
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	101
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	102
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	103
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	104
13	13	50	50	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	105
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	106
13	13	49	49	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	107
13	13	50	50	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	108
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	109
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111
14	14	54	54	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	112
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	113
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	114
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	115
14	14	54	54	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	116
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	117
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	118
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	119
14	14	54	54	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	120
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	121
14	14	52	52	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	122
14	14	53	53	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	123
14	14	54	54	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	124
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	125
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	126
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	127
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	128
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	129
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	130
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	131
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	132
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	133
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	134
15	15	56	56	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	135
15	15	57	57	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	136
15	15	58	58	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	137
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	138
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	139
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	140
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	141
16	16	61	61	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	142
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	143
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	144
16	16	60	60	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	145
16	16	62	62	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	146
17	17	64	64	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	147
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	148
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	149
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	150
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	151
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	152
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	153
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	154
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	155
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	156
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	157
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	158
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	159
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	160
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	161
17	17	64	64	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	162
17	17	65	65	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	163
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	164
17	17	66	66	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	165
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	166
17	17	67	67	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	167
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	168
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	169
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	170
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	171
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	172
18	18	70	70	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	173
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	174
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	175
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	176
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	177
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	178
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	179
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	180
18	18	68	68	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	181
18	18	69	69	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	182
18	18	70	70	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	183
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	184
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	185
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	186
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	187
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	188
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	189
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	190
19	19	72	72	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	191
19	19	74	74	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	192
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	193
19	19	75	75	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	194
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	195
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	196
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	197
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	198
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	200
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	201
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	202
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	203
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	204
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	205
20	20	76	76	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	206
20	20	77	77	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	207
20	20	78	78	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	208
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	209
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	210
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	211
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	212
21	21	80	80	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	213
21	21	82	82	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	214
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	215
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	216
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	217
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	218
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	219
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	220
22	22	85	85	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	221
22	22	86	86	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	222
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	223
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	224
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	225
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	226
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	227
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	228
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	229
23	23	88	88	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	230
23	23	89	89	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	231
23	23	90	90	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	232
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	233
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	234
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	235
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	236
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	237
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	238
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	239
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	240
24	24	94	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	241
24	24	92	92	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	242
24	24	93	93	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	243
24	24	94	94	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	244
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1	1	1	245
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	246
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	247
25	25	96	96	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	248
25	25	98	98	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	249
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1	1	1	250
26	26	100	100	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	251
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	252
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	253
26	26	103	103	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	254
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	255
26	26	100	100	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	256
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	257
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	258
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	259
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	260
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	261
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	262
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	263
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	264
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	265
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	266
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	267
27	27	104	104	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	268
27	27	107	107	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	269
27	27	104	104	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	270
27	27	105	105	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	271
27	27	106	106	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	272
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	273
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	274
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	275
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	276
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	277
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	278
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	279
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	280
28	28	110	110	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	281
28	28	111	111	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	282
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	283
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	284
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	285
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	286
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	287
29	29	112	112	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	288
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	289
29	29	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	290
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	291
29	29	114	114	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	292
29	29	112	112	4.0	0	0	Chord	4/4	4	1	1	1	1	293
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1	1	1	294
30	30	116	116	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	295
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	296
30	30	116	116	4.0	0	0	Chord	4/4	4	1	1	1	1	297
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	298
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	299
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	300
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	301
31	31	120	120	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	302
31	31	121	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	303
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	304
31	31	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	305
31	31	120	120	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	306
31	31	123	123	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	307
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	308
31	31	123	123	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	309
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	310
32	32	125	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	311
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	312
32	32	126	126	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	313
32	32	124	124	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	314
32	32	127	127	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	315
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	316
