mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id
32	32	124	124	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	317
32	32	127	127	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	318
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	319
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	320
33	33	129	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	321
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	322
33	33	130	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	323
33	33	128	128	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	324
33	33	129	129	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	325
33	33	131	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	326
33	33	128	128	4.0	0	0	Chord	4/4	5	1	1	1	1	327
34	34	135	135	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	328
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	329
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	330
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	331
34	34	132	132	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	332
34	34	133	133	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	333
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	334
34	34	134	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	335
34	34	132	132	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	336
34	34	132	132	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	337
34	34	133	133	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	338
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	339
34	34	134	134	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	340
35	35	136	136	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	341
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	342
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	343
35	35	136	136	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	344
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	345
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	346
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	347
35	35	137	137	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	348
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	349
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	350
35	35	136	136	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	351
35	35	137	137	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	352
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	353
35	35	138	138	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	354
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	355
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	356
36	36	140	140	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	357
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	358
36	36	140	140	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	359
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	360
36	36	140	140	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	361
36	36	142	142	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	362
37	37	144	144	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	363
37	37	146	146	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	364
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	365
37	37	147	147	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	366
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	367
37	37	144	144	4.0	0	0	Chord	4/4	4	1	1	1	1	368
37	37	144	144	4.0	0	0	Chord	4/4	5	1	1	1	1	369
38	38	148	148	4.0	0	0	Chord	4/4	3	1	1	1	1	370
38	38	148	148	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	371
38	38	150	150	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	372
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	373
38	38	151	151	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	374
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	375
38	38	148	148	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	376
38	38	150	150	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	377
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	378
38	38	151	151	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	379
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	380
39	39	152	152	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	381
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	382
39	39	152	152	4.0	0	0	Chord	4/4	4	1	1	1	1	383
39	39	152	152	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	384
39	39	154	154	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	385
40	40	156	156	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	386
40	40	158	158	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	387
40	40	156	156	4.0	0	0	Chord	4/4	4	1	1	1	1	388
40	40	156	156	4.0	0	0	Chord	4/4	5	1	1	1	1	389
41	41	160	160	4.0	0	0	Chord	4/4	1	1	1	1	1	390
41	41	160	160	4.0	0	0	Chord	4/4	2	1	1	1	1	391
41	41	160	160	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	392
41	41	162	162	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	393
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	394
41	41	163	163	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	395
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	396
41	41	160	160	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	397
41	41	162	162	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	398
41	41	160	160	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	399
41	41	162	162	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	400
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	401
41	41	163	163	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	402
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	403
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	404
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	405
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	406
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	407
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	408
42	42	164	164	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	409
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	410
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	411
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	412
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	413
42	42	164	164	4.0	0	0	Chord	4/4	3	1	1	1	1	414
42	42	164	164	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	415
42	42	166	166	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	416
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	417
42	42	167	167	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	418
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	419
42	42	164	164	4.0	0	0	Chord	4/4	5	1	1	1	1	420
43	43	168	168	4.0	0	0	Chord	4/4	1	1	1	1	1	421
43	43	168	168	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	422
43	43	170	170	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	423
43	43	168	168	4.0	0	0	Chord	4/4	3	1	1	1	1	424
43	43	168	168	4.0	0	0	Chord	4/4	4	1	1	1	1	425
43	43	168	168	4.0	0	0	Chord	4/4	5	1	1	1	1	426
44	44	172	172	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	427
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	428
44	44	172	172	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	429
44	44	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	430
44	44	172	172	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	431
44	44	175	175	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	432
44	44	172	172	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	433
44	44	175	175	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	434
44	44	172	172	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	435
44	44	175	175	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	436
45	45	176	176	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	437
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	438
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	439
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	440
45	45	176	176	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	441
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	442
45	45	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	443
45	45	179	179	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	444
45	45	176	176	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	445
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	446
45	45	178	178	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	447
45	45	179	179	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	448
45	45	176	176	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	449
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	450
45	45	178	178	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	451
45	45	179	179	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	452
45	45	176	176	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	453
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	454
45	45	178	178	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	455
45	45	179	179	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	456
46	46	180	180	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	457
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	458
46	46	182	182	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	459
46	46	183	183	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	460
46	46	180	180	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	461
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	462
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	463
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	464
46	46	180	180	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	465
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	466
46	46	182	182	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	467
46	46	183	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	468
46	46	180	180	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	469
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	470
46	46	182	182	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	471
46	46	183	183	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	472
46	46	180	180	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	473
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	474
46	46	182	182	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	475
46	46	183	183	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	476
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	477
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	478
47	47	184	184	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	479
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	480
47	47	184	184	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	481
47	47	186	186	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	482
47	47	184	184	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	483
47	47	186	186	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	484
47	47	187	187	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	485
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	486
47	47	184	184	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	487
47	47	186	186	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	488
47	47	187	187	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	489
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	490
48	48	189	189	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	491
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	492
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	493
48	48	191	191	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	494
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	495
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	496
48	48	190	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	497
48	48	188	188	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	498
48	48	189	189	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	499
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	500
48	48	190	190	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	501
48	48	191	191	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	502
48	48	188	188	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	503
48	48	190	190	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	504
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	505
48	48	191	191	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	506
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	507
48	48	188	188	4.0	0	0	Chord	4/4	5	1	1	1	1	508
49	49	192	192	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	509
49	49	193	193	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	510
49	49	194	194	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	511
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	512
49	49	193	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	513
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	514
49	49	192	192	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	515
49	49	193	193	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	516
49	49	194	194	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	517
49	49	192	192	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	518
49	49	193	193	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	519
49	49	194	194	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	520
49	49	192	192	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	521
49	49	193	193	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	522
49	49	194	194	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	523
50	50	196	196	4.0	0	0	Chord	4/4	1	1	1	1	1	524
50	50	196	196	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	525
50	50	199	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	526
50	50	196	196	4.0	0	0	Chord	4/4	3	1	1	1	1	527
50	50	196	196	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	528
50	50	199	199	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	529
50	50	196	196	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	530
50	50	199	199	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	531
51	51	201	201	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	532
51	51	202	202	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	533
51	51	200	200	4.0	0	0	Chord	4/4	2	1	1	1	1	534
51	51	201	201	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	535
51	51	202	202	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	536
51	51	200	200	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	537
51	51	202	202	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	538
51	51	200	200	4.0	0	0	Chord	4/4	5	1	1	1	1	539
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	540
52	52	206	206	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	541
52	52	204	204	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	542
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	543
52	52	204	204	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	544
52	52	206	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	545
52	52	204	204	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	546
52	52	206	206	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	547
52	52	204	204	4.0	0	0	Chord	4/4	5	1	1	1	1	548
53	53	208	208	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	549
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	550
53	53	208	208	4.0	0	0	Chord	4/4	2	1	1	1	1	551
53	53	208	208	4.0	0	0	Chord	4/4	3	1	1	1	1	552
53	53	209	209	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	553
53	53	210	210	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	554
53	53	208	208	4.0	0	0	Chord	4/4	5	1	1	1	1	555
54	54	212	212	4.0	0	0	Chord	4/4	1	1	1	1	1	556
54	54	213	213	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	557
54	54	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	558
54	54	213	213	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	559
54	54	214	214	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	560
54	54	212	212	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	561
54	54	214	214	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	562
54	54	213	213	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	563
54	54	214	214	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	564
55	55	216	216	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	565
55	55	218	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	566
55	55	216	216	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	567
55	55	218	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	568
55	55	216	216	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	569
55	55	218	218	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	570
55	55	216	216	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	571
55	55	218	218	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	572
55	55	216	216	4.0	0	0	Chord	4/4	5	1	1	1	1	573
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	574
56	56	221	221	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	575
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	576
56	56	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	577
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	578
56	56	221	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	579
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	580
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	581
56	56	220	220	4.0	0	0	Chord	4/4	3	1	1	1	1	582
56	56	220	220	4.0	0	0	Chord	4/4	5	1	1	1	1	583
57	57	224	224	4.0	0	0	Chord	4/4	1	1	1	1	1	584
57	57	224	224	4.0	0	0	Chord	4/4	2	1	1	1	1	585
57	57	225	225	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	586
57	57	226	226	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	587
57	57	227	227	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	588
57	57	225	225	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	589
57	57	226	226	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	590
57	57	227	227	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	591
57	57	224	224	4.0	0	0	Chord	4/4	5	1	1	1	1	592
58	58	228	228	4.0	0	0	Chord	4/4	3	1	1	1	1	593
58	58	228	228	4.0	0	0	Chord	4/4	4	1	1	1	1	594
58	58	228	228	4.0	0	0	Chord	4/4	5	1	1	1	1	595
59	59	233	233	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	596
59	59	234	234	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	597
59	59	232	232	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	598
59	59	233	233	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	599
59	59	235	235	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	600
60	60	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	601
60	60	236	236	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	602
60	60	239	239	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	603
60	60	236	236	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	604
60	60	239	239	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	605
60	60	237	237	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	606
60	60	238	238	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	607
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	608
61	61	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	609
61	61	240	240	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	610
61	61	242	242	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	611
61	61	240	240	4.0	0	0	Chord	4/4	4	1	1	1	1	612
61	61	240	240	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	613
61	61	242	242	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	614
62	62	245	245	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	615
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	616
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	617
62	62	245	245	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	618
62	62	246	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	619
62	62	244	244	4.0	0	0	Chord	4/4	3	1	1	1	1	620
62	62	244	244	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	621
62	62	246	246	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	622
62	62	244	244	4.0	0	0	Chord	4/4	5	1	1	1	1	623
63	63	248	248	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	624
63	63	250	250	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	625
63	63	248	248	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	626
63	63	250	250	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	627
63	63	248	248	4.0	0	0	Chord	4/4	3	1	1	1	1	628
63	63	248	248	4.0	0	0	Chord	4/4	4	1	1	1	1	629
63	63	248	248	4.0	0	0	Chord	4/4	5	1	1	1	1	630
64	64	252	252	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	631
64	64	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	632
64	64	252	252	4.0	0	0	Chord	4/4	2	1	1	1	1	633
64	64	253	253	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	634
64	64	254	254	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	635
64	64	255	255	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	636
64	64	252	252	4.0	0	0	Chord	4/4	5	1	1	1	1	637
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	638
65	65	257	257	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	639
65	65	258	258	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	640
65	65	256	256	4.0	0	0	Chord	4/4	2	1	1	1	1	641
65	65	256	256	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	642
65	65	257	257	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	643
