mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	35
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	36
4	4	13	13	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	37
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	38
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	39
4	4	14	14	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	40
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	41
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	42
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	43
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	44
4	4	12	12	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	45
4	4	49/4	49/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	46
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	47
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	48
4	4	13	13	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	49
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	50
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	51
4	4	14	14	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	52
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	53
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	54
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	55
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	56
4	4	12	12	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	57
4	4	14	14	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	58
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	59
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	60
5	5	19	19	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	61
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	62
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	63
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	64
5	5	19	19	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	65
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	66
5	5	16	16	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	67
5	5	18	18	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	68
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	69
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	70
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	71
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	72
6	6	20	20	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	73
6	6	22	22	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	74
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	75
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	76
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	77
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	78
7	7	24	24	4.0	0	0	Chord	4/4	5	1	1	1	1	79
8	8	28	28	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	80
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	81
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	82
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	83
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	84
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	85
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	86
8	8	30	30	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	87
8	8	31	31	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	88
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	89
8	8	28	28	4.0	0	0	Chord	4/4	5	1	1	1	1	90
9	9	32	32	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	91
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	92
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	93
9	9	34	34	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	94
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	95
9	9	35	35	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	96
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	97
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	98
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	99
9	9	32	32	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	100
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	101
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	102
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	103
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	104
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	105
9	9	32	32	4.0	0	0	Chord	4/4	5	1	1	1	1	106
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	107
10	10	38	38	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	108
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	109
10	10	39	39	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	110
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	111
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	112
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	113
10	10	36	36	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	114
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	115
10	10	37	37	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	116
10	10	38	38	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	117
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	118
10	10	39	39	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	119
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	120
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	121
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	122
10	10	36	36	4.0	0	0	Chord	4/4	5	1	1	1	1	123
11	11	40	40	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	124
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	125
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	126
11	11	40	40	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	127
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	128
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	129
11	11	40	40	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	130
11	11	42	42	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	131
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	132
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	133
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	134
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	135
12	12	47	47	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	136
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	137
12	12	44	44	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	138
12	12	46	46	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	139
13	13	48	48	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	140
13	13	51	51	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	141
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	142
13	13	48	48	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	143
13	13	51	51	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	144
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	145
13	13	48	48	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	146
13	13	50	50	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	147
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	148
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	149
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	150
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	151
14	14	52	52	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	152
14	14	54	54	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	153
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	154
15	15	59	59	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	155
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	156
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	157
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	158
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	159
15	15	57	57	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	160
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	161
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	162
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	163
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	164
15	15	56	56	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	165
15	15	58	58	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	166
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	167
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	168
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	169
16	16	61	61	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	170
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	171
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	172
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	173
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	174
16	16	60	60	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	175
16	16	62	62	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	176
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	177
17	17	65	65	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	178
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	179
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	180
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	181
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	182
17	17	67	67	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	183
17	17	64	64	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	184
17	17	66	66	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	185
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	186
18	18	69	69	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	187
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	188
18	18	70	70	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	189
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	190
18	18	68	68	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	191
18	18	69	69	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	192
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	193
18	18	70	70	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	194
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	195
18	18	68	68	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	196
18	18	70	70	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	197
19	19	72	72	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	198
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	199
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	200
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	201
19	19	75	75	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	202
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	203
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	204
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	205
19	19	72	72	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	206
19	19	74	74	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	207
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	208
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	209
19	19	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	210
19	19	72	72	4.0	0	0	Chord	4/4	5	1	1	1	1	211
20	20	76	76	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	212
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	213
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	214
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	215
20	20	79	79	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	216
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	217
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	218
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	219
20	20	76	76	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	220
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	221
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	222
20	20	77	77	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	223
20	20	78	78	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	224
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	225
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	226
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	227
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	228
20	20	76	76	4.0	0	0	Chord	4/4	5	1	1	1	1	229
21	21	80	80	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	230
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	231
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	232
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	233
21	21	83	83	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	234
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	235
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	236
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	237
21	21	80	80	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	238
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	239
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	240
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	241
21	21	81	81	1.5	1/4	1/4	Chord	4/4	4	1	3/8	1/4	3/2	242
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	243
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	244
21	21	83	83	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	245
21	21	80	80	4.0	0	0	Chord	4/4	5	1	1	1	1	246
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	247
22	22	86	86	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	248
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	249
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	250
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	251
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	252
22	22	84	84	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	253
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	254
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	255
22	22	85	85	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	256
22	22	86	86	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	257
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	258
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	259
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	260
22	22	87	87	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	261
22	22	84	84	4.0	0	0	Chord	4/4	5	1	1	1	1	262
23	23	88	88	4.0	0	0	Chord	4/4	3	1	1	1	1	263
23	23	88	88	4.0	0	0	Chord	4/4	4	1	1	1	1	264
23	23	88	88	4.0	0	0	Chord	4/4	5	1	1	1	1	265
24	24	92	92	4.0	0	0	Chord	4/4	1	1	1	1	1	266
24	24	92	92	4.0	0	0	Chord	4/4	2	1	1	1	1	267
24	24	92	92	4.0	0	0	Chord	4/4	5	1	1	1	1	268
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	269
25	25	97	97	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	270
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	271
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	272
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	273
25	25	97	97	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	274
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	275
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	276
25	25	96	96	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	277
25	25	97	97	1.5	1/4	1/4	Chord	4/4	5	1	3/8	1/4	3/2	278
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	279
25	25	99	99	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	280
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1	1	1	281
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1	1	1	282
26	26	100	100	4.0	0	0	Chord	4/4	5	1	1	1	1	283
27	27	104	104	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	284
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	285
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	286
27	27	104	104	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	287
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	288
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	289
27	27	104	104	4.0	0	0	Chord	4/4	5	1	1	1	1	290
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	291
28	28	109	109	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	292
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	293
28	28	111	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	294
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	295
28	28	109	109	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	296
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	297
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	298
28	28	108	108	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	299
28	28	109	109	1.5	1/4	1/4	Chord	4/4	5	1	3/8	1/4	3/2	300
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	301
28	28	111	111	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	302
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	303
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	304
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	305
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	306
29	29	112	112	4.0	0	0	Chord	4/4	5	1	1	1	1	307
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	308
30	30	117	117	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	309
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	310
