mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1
25	25	198	198	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	308	-le_e
25	25	192	192	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	309	
25	25	193	193	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	310	
25	25	387/2	387/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	311	
25	25	194	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	312	
25	25	195	195	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	313	
25	25	196	196	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	314	
25	25	198	198	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	315	-ri
25	25	192	192	4.0	0	0	Chord	4/4	5	1	1	1	1	316	-mo-
25	25	196	196	4.0	1	1	Chord	4/4	5	1	1	1	1	317	-ri
26	26	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	318	D'her-
26	26	202	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	319	-be
26	26	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	320	no-
26	26	204	204	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	321	-vel-
26	26	206	206	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	322	-le_e
26	26	200	200	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	323	di
26	26	201	201	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	324	no-
26	26	202	202	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	325	-vel-
26	26	203	203	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	326	-li_a-
26	26	204	204	3.0	1	1	Chord	4/4	3	1	3/4	1/2	3/2	327	-mo-
26	26	207	207	0.5	7/4	7/4	Chord	4/4	3	1	1/8	1/8	1	328	
26	26	415/2	415/2	0.5	15/8	15/8	Chord	4/4	3	1	1/8	1/8	1	329	
26	26	200	200	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	330	D'her-
26	26	202	202	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	331	-be
26	26	203	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	332	no-
26	26	204	204	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	333	-vel-
26	26	206	206	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	334	-le_e
27	27	208	208	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	335	di
27	27	209	209	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	336	no-
27	27	210	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	337	-vel-
27	27	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	338	-li_a-
27	27	212	212	4.0	1	1	Chord	4/4	1	1	1	1	1	339	-mo-
27	27	208	208	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	340	
27	27	209	209	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	341	
27	27	210	210	4.0	1/2	1/2	Chord	4/4	3	1	1	1	1	342	
27	27	214	214	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	343	
27	27	208	208	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	344	di
27	27	209	209	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	345	no-
27	27	210	210	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	346	-vel-
27	27	211	211	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	347	-li_a-
27	27	212	212	4.0	1	1	Chord	4/4	4	1	1	1	1	348	-mo-
28	28	216	216	8.0	0	0	Chord	4/4	1	1	2	2	1	349	-ri
28	28	216	216	8.0	0	0	Chord	4/4	3	1	2	2	1	350	-ri
28	28	216	216	4.0	0	0	Chord	4/4	4	1	1	1	1	351	-ri
28	28	220	220	4.0	1	1	Chord	4/4	4	1	1	1	1	352	Tu
28	28	220	220	4.0	1	1	Chord	4/4	5	1	1	1	1	353	Tu
29	29	224	224	8.0	0	0	Chord	4/4	3	1	2	2	1	354	Tu
29	29	224	224	4.0	0	0	Chord	4/4	4	1	1	1	1	355	
29	29	228	228	4.0	1	1	Chord	4/4	4	1	1	1	1	356	ben
29	29	224	224	4.0	0	0	Chord	4/4	5	1	1	1	1	357	
29	29	228	228	4.0	1	1	Chord	4/4	5	1	1	1	1	358	ben
30	30	232	232	4.0	0	0	Chord	4/4	3	1	1	1	1	359	
30	30	236	236	4.0	1	1	Chord	4/4	3	1	1	1	1	360	ben
30	30	232	232	8.0	0	0	Chord	4/4	4	1	2	2	1	361	las-
30	30	232	232	8.0	0	0	Chord	4/4	5	1	2	2	1	362	las-
31	31	240	240	4.0	0	0	Chord	4/4	3	1	1	1	1	363	las-
31	31	244	244	4.0	1	1	Chord	4/4	3	1	1	1	1	364	-so
31	31	240	240	4.0	0	0	Chord	4/4	4	1	1	1	1	365	-so
31	31	244	244	4.0	1	1	Chord	4/4	4	1	1	1	1	366	ri-
31	31	240	240	4.0	0	0	Chord	4/4	5	1	1	1	1	367	-so
31	31	244	244	4.0	1	1	Chord	4/4	5	1	1	1	1	368	ri-
32	32	252	252	4.0	1	1	Chord	4/4	1	1	1	1	1	369	Tu
32	32	248	248	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	370	ri-
32	32	250	250	4.0	1/2	1/2	Chord	4/4	3	1	1	1	1	371	-tor-
32	32	254	254	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	372	
32	32	248	248	6.0	0	0	Chord	4/4	4	1	3/2	1	3/2	373	-tor-
32	32	254	254	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	374	
32	32	248	248	8.0	0	0	Chord	4/4	5	1	2	2	1	375	-tor-
33	33	256	256	4.0	0	0	Chord	4/4	1	1	1	1	1	376	
33	33	260	260	4.0	1	1	Chord	4/4	1	1	1	1	1	377	ben
33	33	256	256	8.0	0	0	Chord	4/4	3	1	2	2	1	378	-ni
33	33	256	256	4.0	0	0	Chord	4/4	4	1	1	1	1	379	
33	33	260	260	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	380	-ni
33	33	262	262	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	381	Ma
33	33	256	256	4.0	0	0	Chord	4/4	5	1	1	1	1	382	-ni
33	33	262	262	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	383	Ma
34	34	264	264	8.0	0	0	Chord	4/4	1	1	2	2	1	384	las-
34	34	268	268	4.0	1	1	Chord	4/4	2	1	1	1	1	385	Tu
34	34	264	264	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	386	sen-
34	34	266	266	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	387	-za_i
34	34	268	268	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	388	ca-
34	34	270	270	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	389	-ri
34	34	264	264	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	390	sen-
34	34	266	266	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	391	-za_i
34	34	268	268	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	392	ca-
34	34	270	270	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	393	-ri
35	35	272	272	4.0	0	0	Chord	4/4	1	1	1	1	1	394	-so
35	35	276	276	4.0	1	1	Chord	4/4	1	1	1	1	1	395	ri-
35	35	272	272	4.0	0	0	Chord	4/4	2	1	1	1	1	396	
35	35	276	276	4.0	1	1	Chord	4/4	2	1	1	1	1	397	ben
35	35	272	272	4.0	0	0	Chord	4/4	4	1	1	1	1	398	gior-
35	35	276	276	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	399	-ni
35	35	278	278	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	400	de
35	35	272	272	4.0	0	0	Chord	4/4	5	1	1	1	1	401	gior-
35	35	276	276	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	402	-ni
35	35	278	278	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	403	de
36	36	280	280	8.0	0	0	Chord	4/4	1	1	2	2	1	404	-tor-
36	36	280	280	8.0	0	0	Chord	4/4	2	1	2	2	1	405	las-
36	36	280	280	8.0	0	0	Chord	4/4	3	1	2	2	1	406	Tu
36	36	280	280	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	407	le
36	36	282	282	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	408	spe-
36	36	284	284	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	409	-ran-
36	36	286	286	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	410	-ze
36	36	280	280	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	411	le
36	36	282	282	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	412	spe-
36	36	284	284	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	413	-ran-
36	36	286	286	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	414	-ze
37	37	288	288	4.0	0	0	Chord	4/4	1	1	1	1	1	415	-ni
37	37	294	294	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	416	Ma
37	37	288	288	8.0	0	0	Chord	4/4	2	1	2	2	1	417	-so
37	37	288	288	4.0	0	0	Chord	4/4	3	1	1	1	1	418	
37	37	292	292	4.0	1	1	Chord	4/4	3	1	1	1	1	419	ben
37	37	288	288	8.0	0	0	Chord	4/4	4	1	2	2	1	420	mie
37	37	288	288	8.0	0	0	Chord	4/4	5	1	2	2	1	421	mie
38	38	296	296	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	422	sen-
38	38	298	298	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	423	-za_i
38	38	300	300	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	424	ca-
38	38	302	302	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	425	-ri
38	38	296	296	8.0	0	0	Chord	4/4	3	1	2	2	1	426	las-
38	38	300	300	4.0	1	1	Chord	4/4	4	1	1	1	1	427	Tu
38	38	300	300	4.0	1	1	Chord	4/4	5	1	1	1	1	428	Tu
39	39	304	304	4.0	0	0	Chord	4/4	1	1	1	1	1	429	gior-
39	39	308	308	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	430	-ni
39	39	310	310	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	431	De
39	39	308	308	4.0	1	1	Chord	4/4	2	1	1	1	1	432	Tu
39	39	304	304	8.0	0	0	Chord	4/4	3	1	2	2	1	433	-so
39	39	304	304	4.0	0	0	Chord	4/4	4	1	1	1	1	434	
39	39	308	308	4.0	1	1	Chord	4/4	4	1	1	1	1	435	ben
39	39	304	304	4.0	0	0	Chord	4/4	5	1	1	1	1	436	
39	39	308	308	4.0	1	1	Chord	4/4	5	1	1	1	1	437	ben
40	40	312	312	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	438	le
40	40	314	314	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	439	sper-
40	40	316	316	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	440	-an-
40	40	318	318	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	441	-ze
40	40	312	312	4.0	0	0	Chord	4/4	2	1	1	1	1	442	
40	40	316	316	4.0	1	1	Chord	4/4	2	1	1	1	1	443	ben
40	40	312	312	8.0	0	0	Chord	4/4	3	1	2	2	1	444	Tu
40	40	312	312	8.0	0	0	Chord	4/4	4	1	2	2	1	445	las-
40	40	312	312	8.0	0	0	Chord	4/4	5	1	2	2	1	446	las-
41	41	320	320	4.0	0	0	Chord	4/4	1	1	1	1	1	447	mie
41	41	326	326	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	448	Ma
41	41	320	320	8.0	0	0	Chord	4/4	2	1	2	2	1	449	las-
41	41	320	320	8.0	0	0	Chord	4/4	3	1	2	2	1	450	ben
41	41	320	320	4.0	0	0	Chord	4/4	4	1	1	1	1	451	-so
41	41	324	324	4.0	1	1	Chord	4/4	4	1	1	1	1	452	ri-
41	41	320	320	4.0	0	0	Chord	4/4	5	1	1	1	1	453	-so
41	41	324	324	4.0	1	1	Chord	4/4	5	1	1	1	1	454	ri-
42	42	328	328	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	455	sen-
42	42	330	330	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	456	-za_i
42	42	332	332	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	457	ca-
42	42	334	334	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	458	-ri
42	42	328	328	6.0	0	0	Chord	4/4	2	1	3/2	1	3/2	459	-so
42	42	334	334	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	460	ri-
42	42	328	328	8.0	0	0	Chord	4/4	3	1	2	2	1	461	las-
42	42	328	328	8.0	0	0	Chord	4/4	4	1	2	2	1	462	-tor-
42	42	328	328	8.0	0	0	Chord	4/4	5	1	2	2	1	463	-tor-
43	43	336	336	4.0	0	0	Chord	4/4	1	1	1	1	1	464	gior-
43	43	340	340	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	465	-ni
43	43	342	342	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	466	de
43	43	336	336	4.0	0	0	Chord	4/4	2	1	1	1	1	467	-tor-
43	43	340	340	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	468	-ni
43	43	342	342	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	469	Ma
43	43	336	336	4.0	0	0	Chord	4/4	3	1	1	1	1	470	-so
43	43	340	340	4.0	1	1	Chord	4/4	3	1	1	1	1	471	ri-
43	43	336	336	4.0	0	0	Chord	4/4	4	1	1	1	1	472	-ni
43	43	340	340	4.0	1	1	Chord	4/4	4	1	1	1	1	473	Ma
43	43	336	336	8.0	0	0	Chord	4/4	5	1	2	2	1	474	-ni
44	44	344	344	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	475	le
44	44	346	346	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	476	sper-
44	44	348	348	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	477	-an-
44	44	350	350	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	478	-ze
44	44	344	344	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	479	sen-
44	44	346	346	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	480	-za_i
44	44	348	348	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	481	ca-
44	44	350	350	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	482	-ri
44	44	344	344	8.0	0	0	Chord	4/4	3	1	2	2	1	483	-tor-
44	44	344	344	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	484	sen-
44	44	346	346	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	485	-za_i
44	44	348	348	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	486	ca-
44	44	350	350	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	487	-ri
45	45	352	352	8.0	0	0	Chord	4/4	1	1	2	2	1	488	mie
45	45	352	352	4.0	0	0	Chord	4/4	2	1	1	1	1	489	gior-
45	45	356	356	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	490	-ni
45	45	358	358	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	491	de
45	45	352	352	6.0	0	0	Chord	4/4	3	1	3/2	1	3/2	492	-ni
45	45	358	358	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	493	Ma
45	45	352	352	4.0	0	0	Chord	4/4	4	1	1	1	1	494	gior-
45	45	356	356	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	495	-ni
45	45	358	358	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	496	Ma
45	45	358	358	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	497	Ma
46	46	360	360	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	498	le
46	46	362	362	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	499	sper-
46	46	364	364	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	500	-an-
46	46	366	366	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	501	-ze
46	46	360	360	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	502	sen-
46	46	362	362	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	503	-za_i
46	46	364	364	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	504	ca-
46	46	366	366	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	505	-ri
46	46	360	360	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	506	sen-
46	46	362	362	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	507	-za_i
46	46	364	364	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	508	ca-
46	46	366	366	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	509	-ri
46	46	360	360	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	510	sen-
46	46	362	362	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	511	-za_i
46	46	364	364	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	512	ca-
46	46	366	366	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	513	-ri
47	47	368	368	8.0	0	0	Chord	4/4	2	1	2	2	1	514	mie
47	47	368	368	4.0	0	0	Chord	4/4	3	1	1	1	1	515	gior-
47	47	372	372	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	516	-ni
47	47	374	374	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	517	De
47	47	368	368	4.0	0	0	Chord	4/4	4	1	1	1	1	518	gior-
47	47	372	372	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	519	-ni
47	47	374	374	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	520	De
47	47	368	368	4.0	0	0	Chord	4/4	5	1	1	1	1	521	gior-
47	47	372	372	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	522	-ni
47	47	374	374	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	523	De
48	48	376	376	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	524	le
48	48	378	378	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	525	spe-
48	48	380	380	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	526	-ran-
48	48	382	382	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	527	-ze
48	48	376	376	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	528	le
48	48	378	378	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	529	spe-
48	48	380	380	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	530	-ran-
48	48	382	382	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	531	-ze
48	48	376	376	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	532	le
48	48	378	378	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	533	spe-
48	48	380	380	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	534	-ran-
48	48	382	382	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	535	-ze
49	49	390	390	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	536	Tu
49	49	384	384	6.0	0	0	Chord	4/4	3	1	3/2	1	3/2	537	mie
49	49	390	390	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	538	Tu
49	49	384	384	8.0	0	0	Chord	4/4	4	1	2	2	1	539	mie
49	49	384	384	8.0	0	0	Chord	4/4	5	1	2	2	1	540	mie
50	50	392	392	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	541	ben
50	50	394	394	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	542	sei
50	50	396	396	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	543	quel-
50	50	398	398	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	544	-la
50	50	398	398	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	545	Tu
50	50	392	392	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	546	ben
50	50	394	394	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	547	sei
50	50	396	396	4.0	1	1	Chord	4/4	3	1	1	1	1	548	quel-
50	50	398	398	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	549	Tu
51	51	402	402	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	550	ch'e-
51	51	404	404	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	551	-ri
51	51	406	406	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	552	pur
51	51	400	400	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	553	ben
51	51	402	402	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	554	sei
51	51	404	404	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	555	quel-
51	51	406	406	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	556	-la
51	51	400	400	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	557	-la
51	51	402	402	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	558	ch'e-
51	51	404	404	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	559	-ri
51	51	406	406	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	560	pur
51	51	400	400	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	561	ben
51	51	402	402	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	562	sei
51	51	404	404	4.0	1	1	Chord	4/4	4	1	1	1	1	563	quel-
52	52	408	408	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	564	dian-
52	52	409	409	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	565	-zi
52	52	410	410	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	566	si
52	52	411	411	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	567	vez-
52	52	412	412	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	568	-zo-
52	52	414	414	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	569	-sa_e
52	52	410	410	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	570	ch'e-
52	52	412	412	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	571	-ri
52	52	414	414	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	572	pur
52	52	408	408	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	573	dian-
52	52	409	409	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	574	-zi
52	52	410	410	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	575	si
52	52	411	411	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	576	vez-
52	52	412	412	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	577	-zo-
52	52	414	414	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	578	-sa_e
52	52	408	408	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	579	-la
52	52	410	410	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	580	ch'e-
52	52	412	412	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	581	-ri
52	52	414	414	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	582	pur
53	53	416	416	4.0	0	0	Chord	4/4	1	1	1	1	1	583	bel-
53	53	420	420	4.0	1	1	Chord	4/4	1	1	1	1	1	584	-la
53	53	416	416	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	585	dian-
53	53	417	417	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	586	-zi
53	53	418	418	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	587	si
53	53	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	588	vez-
53	53	420	420	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	589	-zo-
53	53	422	422	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	590	-sa_e
53	53	416	416	4.0	0	0	Chord	4/4	3	1	1	1	1	591	bel-
53	53	420	420	4.0	1	1	Chord	4/4	3	1	1	1	1	592	-la
53	53	416	416	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	593	dian-
53	53	417	417	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	594	-zi
53	53	418	418	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	595	si
53	53	419	419	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	596	vez-
53	53	420	420	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	597	-zo-
53	53	422	422	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	598	-sa_e
54	54	426	426	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	599	Tu
54	54	428	428	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	600	ben
54	54	430	430	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	601	sei
54	54	424	424	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	602	bel-
54	54	427	427	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	603	
54	54	428	428	1.0	1	1	Chord	4/4	2	1	1/4	1/4	1	604	
54	54	429	429	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	605	
54	54	430	430	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	606	
54	54	424	424	4.0	0	0	Chord	4/4	3	1	1	1	1	607	Tu
54	54	428	428	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	608	ben
54	54	430	430	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	609	sei
54	54	424	424	4.0	0	0	Chord	4/4	4	1	1	1	1	610	bel-
54	54	428	428	4.0	1	1	Chord	4/4	4	1	1	1	1	611	-la
55	55	432	432	4.0	0	0	Chord	4/4	1	1	1	1	1	612	quel-
55	55	436	436	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	613	-la
55	55	438	438	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	614	Tu
55	55	432	432	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	615	-la
55	55	434	434	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	616	Tu
55	55	436	436	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	617	ben
55	55	438	438	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	618	sei
55	55	432	432	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	619	quel-
55	55	434	434	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	620	-la
55	55	438	438	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	621	Tu
55	55	432	432	4.0	0	0	Chord	4/4	4	1	1	1	1	622	Tu
55	55	436	436	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	623	ben
55	55	438	438	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	624	sei
