mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	283	-va_hor							
21	20	80	80	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	284	qua							
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	285	hor							
21	20	77	77	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	286	cal-							
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	287	-pe-							
21	20	78	78	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	288	-stan-							
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	289	-do							
21	20	79	79	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	290	fio-							
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	291	-ri							
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	292	er-							
21	20	77	77	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	293	-stan-							
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	294	-do							
21	20	78	78	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	295	fio-							
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	296	-ri							
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	297	er-							
21	20	80	80	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	298	-ra-							
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	299	-va_hor							
21	20	77	77	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	300								
21	20	78	78	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	301								
21	20	79	79	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	302								
21	20	80	80	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	303								
22	21	81	81	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	304	là							
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	305	i							
22	21	83	83	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	306	suoi							
22	21	167/2	167/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	307	per-							
22	21	84	84	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	308	-du-							
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	309	-ti_a-							
22	21	81	81	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	310	-ra-							
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	311	-va_hor							
22	21	82	82	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	312	qua							
22	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	313	hor							
22	21	83	83	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	314	là							
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	315	i							
22	21	81	81	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	316	qua							
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	317	hor							
22	21	82	82	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	318	là							
22	21	167/2	167/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	319	i							
22	21	84	84	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	320	suoi							
22	21	169/2	169/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	321	per-							
22	21	81	81	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	322								
22	21	82	82	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	323								
22	21	83	83	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	324								
22	21	84	84	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	325								
23	22	85	85	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	326	-mo-							
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	327	-ri							
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	328	i							
23	22	87	87	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	329	suoi							
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	330	per-							
23	22	88	88	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	331	-du-							
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	332	-ti_a-							
23	22	85	85	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	333	suoi							
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	334	per-							
23	22	86	86	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	335	-du-							
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	336	-ti_a-							
23	22	87	87	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	337	-mo-							
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	338	-ri							
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	339	i							
23	22	85	85	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	340	-du-							
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	341	-ti_a-							
23	22	86	86	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	342	-mo-							
23	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	343	-ri							
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	344	i							
23	22	88	88	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	345	suoi							
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	346	per-							
23	22	85	85	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	347								
23	22	86	86	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	348								
23	22	87	87	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	349								
23	22	88	88	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	350								
24	23	89	89	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	351	-mo-							
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	352	-ri							
24	23	91	91	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	353	co-							
24	23	92	92	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	354	-sì							
24	23	89	89	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	355	suoi							
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	356	per-							
24	23	90	90	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	357	-du-							
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	358	-ti_a-							
24	23	91	91	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	359	-mo-							
24	23	183/2	183/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	360	-ri							
24	23	89	89	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	361	-du-							
24	23	179/2	179/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	362	-ti_a-							
24	23	90	90	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	363	-mo-							
24	23	181/2	181/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	364	-ri							
24	23	92	92	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	365	co-							
24	23	89	89	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	366								
24	23	90	90	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	367								
24	23	91	91	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	368								
25	24	93	93	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	369								
25	24	96	96	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	370	pian-							
25	24	94	94	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	371	co-							
25	24	95	95	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	372	-sì							
25	24	96	96	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	373	pian-							
25	24	93	93	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	374	-sì							
25	24	95	95	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	375	pian-							
25	24	93	93	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	376								
25	24	95	95	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	377								
26	25	97	97	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	378	-gen-							
26	25	99	99	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	379	-do							
26	25	97	97	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	380	-gen-							
26	25	100	100	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	381	-do							
26	25	97	97	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	382	-gen-							
26	25	100	100	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	383	-do							
26	25	97	97	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	384								
26	25	100	100	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	385								
27	26	101	101	4.0	0	0	Chord	4/4	2	1	1	1	1	386	va.							
27	26	101	101	4.0	0	0	Chord	4/4	3	1	1	1	1	387	va.							
27	26	101	101	4.0	0	0	Chord	4/4	4	1	1	1	1	388	va.							
27	26	101	101	4.0	0	0	Chord	4/4	5	1	1	1	1	389								
28	27	105	105	0.0	0	0	StaffText	3/1	1	1	0					"<font size=""10.1867""/><font face=""Times New Roman""/><b>Amor </b>"						
28	27	105	105	0.0	0	0	Tempo	3/1	1	1	0						𝅗𝅥.=144	432.0	𝅗𝅥.	144.0	0.0	
28	27	105	105	12.0	0	0	Chord	3/1	5	1	3	2	3/2	390								
28	27	117	117	12.0	3	3	Chord	3/1	5	1	3	2	3/2	391								
29	28	129	129	12.0	0	0	Chord	3/1	5	1	3	2	3/2	392								
29	28	141	141	12.0	3	3	Chord	3/1	5	1	3	2	3/2	393								
30	29	161	161	4.0	2	2	Chord	3/1	1	1	1	1	1	394	A-							
30	29	165	165	8.0	3	3	Chord	3/1	1	1	2	2	1	395	-mor							
30	29	173	173	4.0	5	5	Chord	3/1	2	1	1	1	1	396	Di-							
30	29	173	173	4.0	5	5	Chord	3/1	3	1	1	1	1	397	Di-							
30	29	173	173	4.0	5	5	Chord	3/1	4	1	1	1	1	398	Di-							
30	29	153	153	12.0	0	0	Chord	3/1	5	1	3	2	3/2	399								
30	29	165	165	12.0	3	3	Chord	3/1	5	1	3	2	3/2	400								
31	30	197	197	4.0	5	5	Chord	3/1	1	1	1	1	1	401	A-							
31	30	177	177	12.0	0	0	Chord	3/1	2	1	3	2	3/2	402	-ce-							
31	30	189	189	8.0	3	3	Chord	3/1	2	1	2	2	1	403	-a							
31	30	177	177	12.0	0	0	Chord	3/1	3	1	3	2	3/2	404	-ce-							
31	30	189	189	8.0	3	3	Chord	3/1	3	1	2	2	1	405	-a							
31	30	177	177	12.0	0	0	Chord	3/1	4	1	3	2	3/2	406	-ce-							
31	30	189	189	8.0	3	3	Chord	3/1	4	1	2	2	1	407	-a							
31	30	177	177	12.0	0	0	Chord	3/1	5	1	3	2	3/2	408								
31	30	189	189	12.0	3	3	Chord	3/1	5	1	3	2	3/2	409								
32	31	201	201	12.0	0	0	Chord	3/1	1	1	3	2	3/2	410	-mor							
32	31	213	213	4.0	3	3	Chord	3/1	2	1	1	1	1	411	il							
32	31	217	217	4.0	4	4	Chord	3/1	2	1	1	1	1	412	ciel							
32	31	221	221	4.0	5	5	Chord	3/1	2	1	1	1	1	413	mi-							
32	31	213	213	4.0	3	3	Chord	3/1	3	1	1	1	1	414	il							
32	31	217	217	4.0	4	4	Chord	3/1	3	1	1	1	1	415	ciel							
32	31	221	221	4.0	5	5	Chord	3/1	3	1	1	1	1	416	mi-							
32	31	213	213	4.0	3	3	Chord	3/1	4	1	1	1	1	417	il							
32	31	217	217	4.0	4	4	Chord	3/1	4	1	1	1	1	418	ciel							
32	31	221	221	4.0	5	5	Chord	3/1	4	1	1	1	1	419	mi-							
32	31	201	201	12.0	0	0	Chord	3/1	5	1	3	2	3/2	420								
32	31	213	213	12.0	3	3	Chord	3/1	5	1	3	2	3/2	421								
33	32	225	225	4.0	0	0	Chord	3/1	2	1	1	1	1	422	-ran-							
33	32	229	229	4.0	1	1	Chord	3/1	2	1	1	1	1	423	-do							
33	32	233	233	4.0	2	2	Chord	3/1	2	1	1	1	1	424	il							
33	32	237	237	4.0	3	3	Chord	3/1	2	1	1	1	1	425	piè							
33	32	241	241	8.0	4	4	Chord	3/1	2	1	2	2	1	426	fer-							
33	32	225	225	4.0	0	0	Chord	3/1	3	1	1	1	1	427	-ran-							
33	32	229	229	4.0	1	1	Chord	3/1	3	1	1	1	1	428	-do							
33	32	233	233	4.0	2	2	Chord	3/1	3	1	1	1	1	429	il							
33	32	237	237	8.0	3	3	Chord	3/1	3	1	2	2	1	430	piè							
33	32	245	245	4.0	5	5	Chord	3/1	3	1	1	1	1	431	fer-							
33	32	225	225	4.0	0	0	Chord	3/1	4	1	1	1	1	432	-ran-							
33	32	229	229	4.0	1	1	Chord	3/1	4	1	1	1	1	433	-do							
33	32	233	233	4.0	2	2	Chord	3/1	4	1	1	1	1	434	il							
33	32	237	237	8.0	3	3	Chord	3/1	4	1	2	2	1	435	piè							
33	32	245	245	4.0	5	5	Chord	3/1	4	1	1	1	1	436	fer-							
33	32	225	225	12.0	0	0	Chord	3/1	5	1	3	2	3/2	437								
33	32	237	237	12.0	3	3	Chord	3/1	5	1	3	2	3/2	438								
34	33	257	257	4.0	2	2	Chord	3/1	1	1	1	1	1	439	A-							
34	33	261	261	12.0	3	3	Chord	3/1	1	1	3	2	3/2	440	-mor							
34	33	249	249	8.0	0	0	Chord	3/1	2	1	2	2	1	441	-mò							
34	33	249	249	8.0	0	0	Chord	3/1	3	1	2	2	1	442	-mò							
34	33	249	249	8.0	0	0	Chord	3/1	4	1	2	2	1	443	-mò							
34	33	249	249	12.0	0	0	Chord	3/1	5	1	3	2	3/2	444								
34	33	261	261	12.0	3	3	Chord	3/1	5	1	3	2	3/2	445								
35	34	281	281	4.0	2	2	Chord	3/1	1	1	1	1	1	446	A-							
35	34	285	285	4.0	3	3	Chord	3/1	1	1	1	1	1	447	-mor							
35	34	289	289	4.0	4	4	Chord	3/1	1	1	1	1	1	448	do-							
35	34	293	293	4.0	5	5	Chord	3/1	1	1	1	1	1	449	-ve							
35	34	273	273	12.0	0	0	Chord	3/1	5	1	3	2	3/2	450								
35	34	285	285	12.0	3	3	Chord	3/1	5	1	3	2	3/2	451								
36	35	297	297	4.0	0	0	Chord	3/1	1	1	1	1	1	452	dov'							
36	35	301	301	4.0	1	1	Chord	3/1	1	1	1	1	1	453	è							
36	35	305	305	4.0	2	2	Chord	3/1	1	1	1	1	1	454	la							
36	35	309	309	12.0	3	3	Chord	3/1	1	1	3	2	3/2	455	fe'							
36	35	297	297	12.0	0	0	Chord	3/1	5	1	3	2	3/2	456								
36	35	309	309	12.0	3	3	Chord	3/1	5	1	3	2	3/2	457								
37	36	321	321	4.0	0	0	Chord	3/1	1	1	1	1	1	458	ch'el							
37	36	325	325	4.0	1	1	Chord	3/1	1	1	1	1	1	459	tra-							
37	36	329	329	4.0	2	2	Chord	3/1	1	1	1	1	1	460	-di-							
37	36	333	333	8.0	3	3	Chord	3/1	1	1	2	2	1	461	-tor							
37	36	321	321	12.0	0	0	Chord	3/1	5	1	3	2	3/2	462								
37	36	333	333	12.0	3	3	Chord	3/1	5	1	3	2	3/2	463								
38	37	345	345	4.0	0	0	Chord	3/1	1	1	1	1	1	464	ch'el							
38	37	349	349	4.0	1	1	Chord	3/1	1	1	1	1	1	465	tra-							
38	37	353	353	4.0	2	2	Chord	3/1	1	1	1	1	1	466	-di-							
38	37	357	357	8.0	3	3	Chord	3/1	1	1	2	2	1	467	-tor							
38	37	365	365	4.0	5	5	Chord	3/1	1	1	1	1	1	468	giu-							
38	37	345	345	12.0	0	0	Chord	3/1	5	1	3	2	3/2	469								
38	37	357	357	12.0	3	3	Chord	3/1	5	1	3	2	3/2	470								
39	38	369	369	4.0	0	0	Chord	3/1	1	1	1	1	1	471	-rò							
39	38	373	373	4.0	1	1	Chord	3/1	2	1	1	1	1	472	mi-							
39	38	377	377	4.0	2	2	Chord	3/1	2	1	1	1	1	473	-se							
39	38	381	381	8.0	3	3	Chord	3/1	2	1	2	2	1	474	rel-							
39	38	389	389	4.0	5	5	Chord	3/1	2	1	1	1	1	475	-la 							
39	38	373	373	4.0	1	1	Chord	3/1	3	1	1	1	1	476	mi-							
39	38	377	377	4.0	2	2	Chord	3/1	3	1	1	1	1	477	-se-							
39	38	381	381	8.0	3	3	Chord	3/1	3	1	2	2	1	478	-rel-							
39	38	389	389	4.0	5	5	Chord	3/1	3	1	1	1	1	479	-la							
39	38	373	373	4.0	1	1	Chord	3/1	4	1	1	1	1	480	mi-							
39	38	377	377	4.0	2	2	Chord	3/1	4	1	1	1	1	481	-se-							
39	38	381	381	8.0	3	3	Chord	3/1	4	1	2	2	1	482	-rel-							
39	38	389	389	4.0	5	5	Chord	3/1	4	1	1	1	1	483	-la							
39	38	369	369	12.0	0	0	Chord	3/1	5	1	3	2	3/2	484								
39	38	381	381	12.0	3	3	Chord	3/1	5	1	3	2	3/2	485								
40	39	393	393	4.0	0	0	Chord	3/1	1	1	1	1	1	486	fa							
40	39	397	397	4.0	1	1	Chord	3/1	1	1	1	1	1	487	che							
40	39	401	401	4.0	2	2	Chord	3/1	1	1	1	1	1	488	ri-							
40	39	405	405	8.0	3	3	Chord	3/1	1	1	2	2	1	489	-tor-							
40	39	413	413	4.0	5	5	Chord	3/1	1	1	1	1	1	490	-ni							
40	39	393	393	12.0	0	0	Chord	3/1	5	1	3	2	3/2	491								
40	39	405	405	12.0	3	3	Chord	3/1	5	1	3	2	3/2	492								
41	40	417	417	4.0	0	0	Chord	3/1	1	1	1	1	1	493	il							
41	40	421	421	4.0	1	1	Chord	3/1	1	1	1	1	1	494	mio							
41	40	425	425	4.0	2	2	Chord	3/1	1	1	1	1	1	495	a-							
41	40	429	429	8.0	3	3	Chord	3/1	1	1	2	2	1	496	-mor							
41	40	437	437	4.0	5	5	Chord	3/1	1	1	1	1	1	497	co-							
41	40	417	417	12.0	0	0	Chord	3/1	5	1	3	2	3/2	498								
41	40	429	429	12.0	3	3	Chord	3/1	5	1	3	2	3/2	499								
42	41	441	441	8.0	0	0	Chord	3/1	1	1	2	2	1	500	-m'ei							
42	41	449	449	4.0	2	2	Chord	3/1	1	1	1	1	1	501	pur							
42	41	453	453	12.0	3	3	Chord	3/1	1	1	3	2	3/2	502	fu							
42	41	441	441	12.0	0	0	Chord	3/1	5	1	3	2	3/2	503								
42	41	453	453	12.0	3	3	Chord	3/1	5	1	3	2	3/2	504								
43	42	465	465	4.0	0	0	Chord	3/1	1	1	1	1	1	505	o							0
43	42	469	469	8.0	1	1	Chord	3/1	1	1	2	2	1	506								
43	42	477	477	4.0	3	3	Chord	3/1	1	1	1	1	1	507	o							
43	42	481	481	4.0	4	4	Chord	3/1	1	1	1	1	1	508	tu							
43	42	485	485	4.0	5	5	Chord	3/1	1	1	1	1	1	509	m'an-							
43	42	465	465	12.0	0	0	Chord	3/1	5	1	3	2	3/2	510								
43	42	477	477	12.0	3	3	Chord	3/1	5	1	3	2	3/2	511								
44	43	489	489	8.0	0	0	Chord	3/1	1	1	2	2	1	512	-ci-							
44	43	497	497	4.0	2	2	Chord	3/1	1	1	1	1	1	513	-di							
44	43	501	501	8.0	3	3	Chord	3/1	1	1	2	2	1	514	ch'i-							
44	43	509	509	4.0	5	5	Chord	3/1	1	1	1	1	1	515	-o							
44	43	489	489	12.0	0	0	Chord	3/1	5	1	3	2	3/2	516								
44	43	501	501	12.0	3	3	Chord	3/1	5	1	3	2	3/2	517								
45	44	513	513	4.0	0	0	Chord	3/1	1	1	1	1	1	518	non							
45	44	517	517	4.0	1	1	Chord	3/1	1	1	1	1	1	519	mi							
45	44	521	521	4.0	2	2	Chord	3/1	1	1	1	1	1	520	tor-							
45	44	525	525	8.0	3	3	Chord	3/1	1	1	2	2	1	521	-men-							
45	44	533	533	4.0	5	5	Chord	3/1	1	1	1	1	1	522	-ti							
45	44	513	513	12.0	0	0	Chord	3/1	5	1	3	2	3/2	523								
45	44	525	525	12.0	3	3	Chord	3/1	5	1	3	2	3/2	524								
46	45	537	537	12.0	0	0	Chord	3/1	1	1	3	2	3/2	525	più							
46	45	553	553	4.0	4	4	Chord	3/1	4	1	1	1	1	526	mi-							
46	45	557	557	4.0	5	5	Chord	3/1	4	1	1	1	1	527	-se-							
46	45	537	537	12.0	0	0	Chord	3/1	5	1	3	2	3/2	528								
46	45	549	549	12.0	3	3	Chord	3/1	5	1	3	2	3/2	529								
47	46	561	561	4.0	0	0	Chord	3/1	1	1	1	1	1	530	non							
47	46	565	565	4.0	1	1	Chord	3/1	1	1	1	1	1	531	mi							
47	46	569	569	4.0	2	2	Chord	3/1	1	1	1	1	1	532	tor-							
47	46	573	573	12.0	3	3	Chord	3/1	1	1	3	2	3/2	533	-men-							
47	46	577	577	4.0	4	4	Chord	3/1	3	1	1	1	1	534	mi-							
47	46	581	581	4.0	5	5	Chord	3/1	3	1	1	1	1	535	-se-							
47	46	561	561	8.0	0	0	Chord	3/1	4	1	2	2	1	536	-rel-							
47	46	569	569	4.0	2	2	Chord	3/1	4	1	1	1	1	537	-la							
47	46	561	561	12.0	0	0	Chord	3/1	5	1	3	2	3/2	538								
47	46	573	573	12.0	3	3	Chord	3/1	5	1	3	2	3/2	539								
48	47	585	585	8.0	0	0	Chord	3/1	1	1	2	2	1	540	-ti							
48	47	597	597	4.0	3	3	Chord	3/1	1	1	1	1	1	541	non							
48	47	601	601	4.0	4	4	Chord	3/1	1	1	1	1	1	542	mi							
48	47	605	605	4.0	5	5	Chord	3/1	1	1	1	1	1	543	tor-							
48	47	601	601	4.0	4	4	Chord	3/1	2	1	1	1	1	544	mi-							
48	47	605	605	4.0	5	5	Chord	3/1	2	1	1	1	1	545	-se-							
48	47	585	585	8.0	0	0	Chord	3/1	3	1	2	2	1	546	-rel-							
48	47	593	593	4.0	2	2	Chord	3/1	3	1	1	1	1	547	-la							
48	47	585	585	12.0	0	0	Chord	3/1	5	1	3	2	3/2	548								
48	47	597	597	12.0	3	3	Chord	3/1	5	1	3	2	3/2	549								
49	48	609	609	8.0	0	0	Chord	3/1	1	1	2	2	1	550	-men-							
49	48	617	617	4.0	2	2	Chord	3/1	1	1	1	1	1	551	-ti							
49	48	609	609	4.0	0	0	Chord	3/1	2	1	1	1	1	552	-rel-							
49	48	613	613	8.0	1	1	Chord	3/1	2	1	2	2	1	553	-la_ah							
49	48	621	621	4.0	3	3	Chord	3/1	2	1	1	1	1	554								
49	48	625	625	4.0	4	4	Chord	3/1	2	1	1	1	1	555	più							
49	48	629	629	4.0	5	5	Chord	3/1	2	1	1	1	1	556	no							
49	48	609	609	12.0	0	0	Chord	3/1	5	1	3	2	3/2	557								
49	48	621	621	12.0	3	3	Chord	3/1	5	1	3	2	3/2	558								
50	49	633	633	8.0	0	0	Chord	3/1	2	1	2	2	1	559	no							
50	49	649	649	4.0	4	4	Chord	3/1	2	1	1	1	1	560	tan-							
50	49	653	653	4.0	5	5	Chord	3/1	2	1	1	1	1	561	-to							
50	49	633	633	12.0	0	0	Chord	3/1	5	1	3	2	3/2	562								
50	49	645	645	12.0	3	3	Chord	3/1	5	1	3	2	3/2	563								
51	50	657	657	4.0	0	0	Chord	3/1	1	1	1	1	1	564	non							
51	50	661	661	4.0	1	1	Chord	3/1	1	1	1	1	1	565	mi							
51	50	665	665	4.0	2	2	Chord	3/1	1	1	1	1	1	566	tor-							
51	50	669	669	8.0	3	3	Chord	3/1	1	1	2	2	1	567	-men-							
51	50	677	677	4.0	5	5	Chord	3/1	1	1	1	1	1	568	-ti							
51	50	657	657	8.0	0	0	Chord	3/1	2	1	2	2	1	569	gel							
51	50	665	665	4.0	2	2	Chord	3/1	2	1	1	1	1	570	sof-							
51	50	669	669	8.0	3	3	Chord	3/1	2	1	2	2	1	571	-frir							
51	50	677	677	4.0	5	5	Chord	3/1	2	1	1	1	1	572	non							
51	50	657	657	12.0	0	0	Chord	3/1	5	1	3	2	3/2	573								
51	50	669	669	12.0	3	3	Chord	3/1	5	1	3	2	3/2	574								
52	51	681	681	4.0	0	0	Chord	3/1	1	1	1	1	1	575	più							
52	51	685	685	8.0	1	1	Chord	3/1	1	1	2	2	1	576	no							
52	51	697	697	4.0	4	4	Chord	3/1	1	1	1	1	1	577	non							
52	51	701	701	4.0	5	5	Chord	3/1	1	1	1	1	1	578	vo'							
52	51	681	681	4.0	0	0	Chord	3/1	2	1	1	1	1	579	può							
52	51	681	681	12.0	0	0	Chord	3/1	5	1	3	2	3/2	580								
52	51	693	693	12.0	3	3	Chord	3/1	5	1	3	2	3/2	581								
53	52	705	705	4.0	0	0	Chord	3/1	1	1	1	1	1	582	più							
53	52	709	709	4.0	1	1	Chord	3/1	1	1	1	1	1	583	chei							
53	52	713	713	4.0	2	2	Chord	3/1	1	1	1	1	1	584	so-							
53	52	717	717	4.0	3	3	Chord	3/1	1	1	1	1	1	585	-spi-							
53	52	721	721	4.0	4	4	Chord	3/1	1	1	1	1	1	586	-ri							
53	52	725	725	4.0	5	5	Chord	3/1	1	1	1	1	1	587	se							
53	52	705	705	12.0	0	0	Chord	3/1	5	1	3	2	3/2	588								
53	52	717	717	12.0	3	3	Chord	3/1	5	1	3	2	3/2	589								
54	53	729	729	4.0	0	0	Chord	3/1	1	1	1	1	1	590	non							
54	53	733	733	8.0	1	1	Chord	3/1	1	1	2	2	1	591	lon-							
54	53	741	741	4.0	3	3	Chord	3/1	1	1	1	1	1	592	-tan							
54	53	745	745	8.0	4	4	Chord	3/1	1	1	2	2	1	593	lon-							
54	53	745	745	8.0	4	4	Chord	3/1	4	1	2	2	1	594	ah							
54	53	729	729	12.0	0	0	Chord	3/1	5	1	3	2	3/2	595								
54	53	741	741	12.0	3	3	Chord	3/1	5	1	3	2	3/2	596								
55	54	753	753	8.0	0	0	Chord	3/1	1	1	2	2	1	597	-tan							
55	54	761	761	4.0	2	2	Chord	3/1	1	1	1	1	1	598	da							
55	54	765	765	12.0	3	3	Chord	3/1	1	1	3	2	3/2	599	me							
55	54	753	753	4.0	0	0	Chord	3/1	4	1	1	1	1	600								
55	54	757	757	4.0	1	1	Chord	3/1	4	1	1	1	1	601	mi-							
55	54	761	761	4.0	2	2	Chord	3/1	4	1	1	1	1	602	-se-							
