mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	slur	TextLine
140	140	1311/2	1311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1738	-pi-		
141	141	656	656	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1739	sem-	92	
141	141	657	657	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1740		92	
141	141	658	658	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1741		92	
141	141	659	659	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1742		92	
141	141	656	656	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1743	-o		
141	141	657	657	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1744	et		
141	141	658	658	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1745	nunc		
141	141	659	659	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1746	et		
141	141	656	656	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1747	Si-		
141	141	657	657	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1748	-cut		
141	141	658	658	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1749	e-		
141	141	659	659	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1750	-rat		
142	142	660	660	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1751		92	
142	142	1321/2	1321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1752			
142	142	661	661	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	1753		93	
142	142	663	663	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1754		93	
142	142	660	660	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1755	sem-		
142	142	661	661	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1756	-per		
142	142	662	662	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1757	sem-	94	
142	142	663	663	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1758		94	
142	142	1327/2	1327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1759		94	
142	142	660	660	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1760	in		
142	142	661	661	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1761	prin-		
142	142	662	662	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	1762	-ci-		
142	142	1327/2	1327/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1763	-pi-		
142	142	660	660	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1764	Si-		
142	142	661	661	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1765	-cut		
142	142	662	662	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1766	e-		
142	142	663	663	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1767	-rat		
143	143	664	664	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1768	-­-	93	
143	143	666	666	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1769		93	
143	143	664	664	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1770	-­-	94	
143	143	665	665	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1771		94	
143	143	666	666	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1772			
143	143	664	664	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1773	-­o		
143	143	665	665	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1774	et		
143	143	666	666	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1775	nunc		
143	143	667	667	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1776	et		
143	143	664	664	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1777	in		
143	143	665	665	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1778	prin-		
143	143	666	666	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1779	-ci-		
143	143	1335/2	1335/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1780	-pi-		
144	144	668	668	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1781		93	
144	144	670	670	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1782			
144	144	668	668	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1783	-per		
144	144	668	668	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1784	sem-	95	
144	144	669	669	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1785			
144	144	670	670	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1786	-per		
144	144	671	671	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1787	sem-	96	
144	144	668	668	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1788	Si-		
144	144	669	669	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1789	-cut		
144	144	670	670	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1790	e-		
144	144	671	671	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1791	-rat		
144	144	668	668	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1792	-o		
144	144	669	669	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1793	et		
144	144	670	670	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1794	nunc		
144	144	671	671	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1795	et		
145	145	672	672	4.0	0	0	Chord	4/4	1	1	1	1	1	1796	-per		
145	145	675	675	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1797	et		
145	145	672	672	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1798		96	
145	145	1345/2	1345/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1799		96	
145	145	673	673	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1800		96	
145	145	675	675	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1801			
145	145	672	672	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1802	in		
145	145	673	673	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1803	prin-		
145	145	674	674	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	1804	-ci-		
145	145	1351/2	1351/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1805	-pi-		
145	145	672	672	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1806	sem-	97	
145	145	674	674	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1807		97	
146	146	676	676	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1808	nunc		
146	146	677	677	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1809	et		
146	146	678	678	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1810	sem-		
146	146	676	676	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1811	-per		
146	146	678	678	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1812	et		
146	146	679	679	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1813	in		
146	146	676	676	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1814	-o		
146	146	677	677	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1815	et		
146	146	678	678	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1816	nunc		
146	146	679	679	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1817	et		
146	146	676	676	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1818			
146	146	678	678	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1819	-per		
147	147	680	680	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1820	et		
147	147	681	681	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1821	in		
147	147	682	682	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1822	sæ-		
147	147	683	683	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1823	-cu-		
147	147	1367/2	1367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1824	-la-		
147	147	680	680	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1825	-per		
147	147	682	682	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1826	et		
147	147	683	683	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1827	in		
147	147	680	680	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1828	sæ-		
147	147	681	681	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1829	-cu-		
147	147	1363/2	1363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1830	-la		
147	147	682	682	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1831	sæ-		
147	147	683	683	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1832	-cu-		
147	147	680	680	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1833	sem-	98	
147	147	681	681	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1834		98	
147	147	682	682	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1835			
147	147	680	680	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1836	et		
147	147	681	681	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1837	in		
147	147	682	682	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1838	sæ-		
147	147	683	683	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1839	-cu-		
147	147	1367/2	1367/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1840	-la		
148	148	684	684	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1841	-sæ-		
148	148	685	685	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1842	-cu-		
148	148	686	686	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1843	-lo-		
148	148	684	684	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1844	sæ-		
148	148	685	685	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1845	-cu-		
148	148	1371/2	1371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1846	-la		
148	148	686	686	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1847	sæ-		
148	148	687	687	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1848	-cu-		
148	148	684	684	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1849	-­lo-		
148	148	685	685	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1850	-rum		
148	148	686	686	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1851	et		
148	148	687	687	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1852	in		
148	148	684	684	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1853	-­per		
148	148	684	684	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1854	sæ-		
148	148	685	685	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1855	-cu-		
148	148	686	686	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1856	-lo-		
149	149	688	688	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1857	-rum		
149	149	688	688	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1858	-lo-		
149	149	689	689	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1859	-rum		
149	149	690	690	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1860	et		
149	149	691	691	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1861	in		
149	149	688	688	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1862	sæ-		
149	149	689	689	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1863	-cu-		
149	149	1379/2	1379/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1864	-la		
149	149	690	690	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1865	sæ-		
149	149	691	691	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1866	-cu-		
149	149	688	688	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1867	et		
149	149	689	689	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1868	in		
149	149	690	690	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1869	sæ-		
149	149	691	691	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1870	-cu-		
149	149	1383/2	1383/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1871	-la		
149	149	688	688	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1872	-rum		
150	150	692	692	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1873	et		
150	150	693	693	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1874	in		
150	150	694	694	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1875	sæ-		
150	150	695	695	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1876	-cu-		
150	150	1391/2	1391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1877	-la		
150	150	692	692	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1878	sæ-		
150	150	693	693	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1879	-cu-		
150	150	1387/2	1387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1880	-la		
150	150	694	694	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1881	sæ-		
150	150	695	695	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1882	-cu-		
150	150	692	692	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1883	-lo-		
150	150	694	694	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1884	-rum		
150	150	692	692	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1885	sæ-		
150	150	693	693	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1886	-cu-		
150	150	694	694	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1887	-lo-		
150	150	695	695	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1888	-rum		
150	150	694	694	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1889	et		
150	150	695	695	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1890	in		
151	151	696	696	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1891	sæ-		
151	151	697	697	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1892	-cu-		
151	151	698	698	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1893	-lo-		
151	151	696	696	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1894	-lo-		
151	151	698	698	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1895	-rum.		
151	151	696	696	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1896	et		
151	151	697	697	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1897	in		
151	151	698	698	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1898	sæ-		
151	151	699	699	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1899	-cu-		
151	151	1399/2	1399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1900	-la		
151	151	696	696	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1901	et		
151	151	697	697	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1902	in		
151	151	698	698	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1903	sæ-		
151	151	699	699	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1904	-cu-		
151	151	1399/2	1399/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1905	-la		
151	151	696	696	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1906	sæ-		
151	151	697	697	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	1907	-cu-		
151	151	1395/2	1395/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1908	-la		
151	151	698	698	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1909	sæ-		
151	151	699	699	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1910	-cu-		
152	152	700	700	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1911	-­rum		
152	152	702	702	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1912	A-	99	
152	152	1407/2	1407/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1913		99	
152	152	700	700	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1914	A-	100	
152	152	1403/2	1403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1915		100	
152	152	702	702	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1916		100	
152	152	1405/2	1405/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1917		100	
152	152	703	703	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1918		100	
152	152	700	700	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1919	sæ-		
152	152	701	701	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1920	-cu-		
152	152	702	702	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1921	-lo-		
152	152	700	700	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1922	sæ-		
152	152	701	701	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1923	-cu-		
152	152	702	702	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1924	-lo-		
152	152	700	700	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1925	-­lo-		
152	152	702	702	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1926	-rum.		
153	153	704	704	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1927		99	
153	153	1409/2	1409/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1928		99	
153	153	705	705	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1929		99	
153	153	706	706	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1930		99	
153	153	1415/2	1415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1931		99	
153	153	704	704	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1932		100	
153	153	1411/2	1411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1933		100	
153	153	706	706	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1934		100	
153	153	1413/2	1413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1935		100	
153	153	707	707	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1936		100	
153	153	704	704	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1937			
153	153	706	706	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1938	-rum.		
153	153	704	704	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1939			
153	153	706	706	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1940	-rum.		
154	154	708	708	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1941		99	
154	154	1417/2	1417/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1942		99	
154	154	709	709	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1943		99	
154	154	710	710	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1944		99	
154	154	1423/2	1423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1945		99	
154	154	708	708	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1946		100	
154	154	1419/2	1419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1947		100	
154	154	710	710	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1948		100	
154	154	1421/2	1421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1949		100	
154	154	711	711	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1950		100	
154	154	708	708	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1951	A-	101	
154	154	1419/2	1419/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1952		101	
154	154	710	710	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1953		101	
154	154	1421/2	1421/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1954		101	
154	154	711	711	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1955		101	
154	154	710	710	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1956	A-	102	
154	154	1423/2	1423/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1957		102	
155	155	712	712	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1958		99	
155	155	1425/2	1425/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1959		99	
155	155	713	713	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1960		99	
155	155	714	714	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1961		99	
155	155	1431/2	1431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1962		99	
155	155	712	712	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1963		100	
155	155	1427/2	1427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1964		100	
155	155	714	714	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1965		100	
155	155	1429/2	1429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1966		100	
155	155	715	715	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1967		100	
155	155	712	712	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1968		101	
155	155	1427/2	1427/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1969		101	
155	155	714	714	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1970		101	
155	155	1429/2	1429/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1971		101	
155	155	715	715	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1972		101	
155	155	712	712	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	1973		102	
155	155	1425/2	1425/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	1974		102	
155	155	713	713	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1975		102	
155	155	714	714	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	1976		102	
155	155	1431/2	1431/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1977		102	
156	156	716	716	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1978	-­-	99	
156	156	1433/2	1433/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1979		99	
156	156	717	717	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1980		99	
156	156	718	718	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1981		99	
156	156	1439/2	1439/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1982		99	
156	156	716	716	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1983	-­-	100	
156	156	1435/2	1435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1984		100	
156	156	718	718	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1985		100	
156	156	1437/2	1437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1986		100	
156	156	719	719	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1987		100	
156	156	716	716	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1988	-­-	101	
156	156	1435/2	1435/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1989		101	
156	156	718	718	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1990		101	
156	156	1437/2	1437/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1991		101	
156	156	719	719	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1992		101	
156	156	718	718	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1993	et		
156	156	719	719	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1994	in		
156	156	716	716	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	1995	-­-	102	
156	156	1433/2	1433/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	1996		102	
156	156	717	717	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1997			
156	156	718	718	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1998	-men		
157	157	720	720	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1999		99	
157	157	1441/2	1441/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	2000		99	
157	157	721	721	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2001		99	
157	157	722	722	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	2002		99	
157	157	1447/2	1447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	2003		99	
157	157	720	720	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	2004		100	
157	157	1443/2	1443/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	2005		100	
157	157	722	722	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	2006		100	
157	157	1445/2	1445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	2007		100	
157	157	723	723	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2008			
157	157	720	720	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	2009		101	
157	157	1443/2	1443/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	2010		101	
157	157	722	722	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	2011		101	
157	157	1445/2	1445/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	2012		101	
157	157	723	723	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2013		101	
157	157	720	720	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2014	sæ-		
157	157	721	721	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	2015	-cu-		
157	157	1443/2	1443/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	2016	-la		
157	157	722	722	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2017	sæ-		
157	157	723	723	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2018	-cu-		
